Name der Klinik,Textuelle Bewertung,Sternebewertung,Datum der Bewertung,Likes,sentiment,sentimentBewertung
Friederikenstift Hannover,Der letzte Drecks laden das Personal behandelt ein wie Kleinkinder nutzen ihre Position voll aus teilweise total unfreundlich auf der 1.2 die Oberärtzte da kommt man sich vor ob die schon zu lange hier arbeiten und selber ihre Pillen nehmen absprachen werden überhaupt nicht berücksichtigt in keinster weise bei jeder kleinigkeit wird sofort der ausgang gestrichen besonders schlim die wochenenden da sitzt man nur seine zeit ab sonnst nichts eine reine verwaranstallt leildol und Pillen in hals und ab auf die nächste Station das die Leute bloß ruhig sind und die Pfleger keine Arbeit haben überhaupt nicht weiter zu empfehlen das beste sofort abreissen den laden kann nur sagen Drecks laden,1,vor 2 Jahren,3,"Sentiment(polarity=0.2833333333333333, subjectivity=0.26666666666666666)",Positiv
Friederikenstift Hannover,Super unfreundlich am Telefon abgespeist worden. Trotz Überweisung vom Hausarzt. Nicht weiterzuempfehlen,1,vor 2 Jahren,1,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.0)",Negativ
Friederikenstift Hannover,"Sehr nette, erfahrene,kompetente und hilsbereite Mitarbeiter. Menschen, die auch mal mehr tun, als das was gemacht werden muss.  Gerade in dem Bereich menschliches Miteinander, kann ich nur positive Dinge berichten/feststellen. Vom Pfleger bis zur Chefärztin habe ich nur Mitarbeiter kennegelernt, die den Menschen dort abholen, wo er steht.",5,vor 4 Jahren,7,,
Friederikenstift Hannover,"Gute Behandlung. Leider immer zu wenig Betten, wenn eines dringend benötigt wird. Kommt aber auch darauf an auf welcher Station man kommt.",5,vor 4 Jahren,10,"Sentiment(polarity=0.3333333333333333, subjectivity=0.3333333333333333)",Positiv
Friederikenstift Hannover,sehr gutes klima...,5,vor 2 Jahren,14,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
Friederikenstift Hannover,Eine Verwandte von mir wurde dort eingeliefert und hat panische Angst wieder zurückzukehren. Sie hatte Hämatome an Armen und Beinen. Grauenvoll,1,vor 2 Jahren,2,"Sentiment(polarity=-0.6666666666666666, subjectivity=0.0)",Negativ
Friederikenstift Hannover,leute nehmt keine kräuter!!!! spice oder andere legale drogen! durchlebt nicht das was mein kumpel grad durchmacht....:((( heftig man!,1,vor 2 Jahren,8,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
Friederikenstift Hannover,Menschenunwürdiger Umgang mit Patienten. Rechte sind anscheinend nichts wert - Gesetze kennen sie nicht. Pflegerische und soziale Aufgaben werden weitestgehend vernachlässigt. Angehörige von Patienten werden arrogant und von oben herab behandelt. Interne Machtkämpfe unter Ärzten und Personal - fehlende Absprachen. Ohne juristischen Beistand keine Kommunikation möglich. Trauriger geht's nicht!!!,1,vor 5 Jahren,5,"Sentiment(polarity=-0.018750000000000003, subjectivity=0.0)",Negativ
Friederikenstift Hannover,Ganz nettes und kompetentes Personal. Leider jedoch viel zu wenig Kapazität in jeglicher Hinsicht,4,vor 4 Jahren,2,"Sentiment(polarity=0.5, subjectivity=0.5)",Positiv
Friederikenstift Hannover,"Es ist in erster Linie ein akut Krankenhaus, das erklärt auch das hier in dem Rahmen auch nur stabilisierend behandelt wird. Daher gibt's hier auch geschlossene, halb offene und forensische Stationen. Jedoch hat die asklepios auch diverse fachliche spezielle Therapien, diese sind in den anderen Gebäuden und auch in einem anderen Rahmen. Die Station 9 ist bundesweit bekannt für ihre Frauen zentrierte Trauma Therapie des prof. Dr. Sachse. Somit sollte man genau wissen was man braucht und sich dann in der Klinik informieren. Einzelne Referenzen und objektive wertungen, die sollte man sich über Patienten Foren einholen. Klar ist, das in der Klinik mit der Schwester Einrichtung in  tiefenbrunn, ein rundes Angebot für allerhand Diagnosen, comorbiditäten etc. Vorhanden sind und gleichfalls die akut Versorgung ein fester Bestandteil ist. Ich kann es bedenkenlos empfehlen.",4,vor 3 Jahren,11,"Sentiment(polarity=0.30000000000000004, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Hervorragende Klinik, die meisten Abteilungen mit Top-Chefärzten/innen besetzt ,menschlich, kulant, entegenkommend, Pflegepersonal zu 98% top, einige von denen sind schon über 20 Jahre dort (waren es schon als es noch das Nds. LKH Göttingen war)und immer noch mit Herzblut dabei. Habe noch keine bessere psychiatrische Klinik kennengerlernt, weder als Patient noch als Besucher. Macht weiter so.",5,vor 4 Jahren,6,"Sentiment(polarity=0.25, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Kompetentes Personal. Gute Betreuung.,5,vor 3 Jahren,8,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Unfreundliches Personal, es werden sich an keinerlei Absprachen gehalten. Der Umgang mit Patienten ist unter aller sau und sowas von Menschenunwürdig. Diese Klinik verdient nicht mal EIN Stern. Diese Inkompetenz und Machtgeilheit der Patienten und deren Angehörigen gegenüber ist einfach nur erbärmlich und kläglich.",1,vor 5 Jahren,3,"Sentiment(polarity=-0.5833333333333334, subjectivity=0.0)",Negativ
Friederikenstift Hannover,Empfang sehr unfreundlich,1,vor einem Jahr,12,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
Friederikenstift Hannover,Schlimm,1,vor 2 Jahren,No Like,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
Friederikenstift Hannover,"Sehr gut,TOP!",5,vor 4 Jahren,No Like,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"() Ich wurde von der Person vor der ganzen Gruppe der anderen armen Seelen in Station 1.1 gedemütigt und beschimpft. Ich fühlte mich gezwungen, diesen faulen Ort nach nur einem Tag zu verlassen.****(Original)**I was humiliated and verbally abused by the personal in front of the whole group of the other poor souls in station 1.1. I felt forced to leave this rotten place after only one day.",1,vor 3 Jahren,No Like,"Sentiment(polarity=-0.475, subjectivity=0.0)",Negativ
Friederikenstift Hannover,,5,vor einem Jahr,No Like,,
Friederikenstift Hannover,,5,vor 2 Jahren,No Like,,
Friederikenstift Hannover,,5,vor 2 Jahren,No Like,,
Friederikenstift Hannover,,1,vor 8 Monaten,No Like,,
Friederikenstift Hannover,,2,vor 4 Jahren,No Like,,
Friederikenstift Hannover,,3,vor 7 Monaten,No Like,,
Friederikenstift Hannover,,5,vor einem Jahr,No Like,,
Friederikenstift Hannover,,5,vor 4 Jahren,No Like,,
Friederikenstift Hannover,,5,vor 2 Jahren,No Like,,
Friederikenstift Hannover,,5,vor 3 Jahren,No Like,,
Friederikenstift Hannover,,1,vor 4 Monaten,No Like,,
Friederikenstift Hannover,,5,vor 3 Jahren,No Like,,
Friederikenstift Hannover,,5,vor 5 Jahren,No Like,,
Friederikenstift Hannover,,1,vor 2 Jahren,No Like,,
Friederikenstift Hannover,,5,vor einem Jahr,No Like,,
Friederikenstift Hannover,,1,vor 9 Monaten,No Like,,
Friederikenstift Hannover,,5,vor 2 Monaten,No Like,,
Friederikenstift Hannover,,1,vor 4 Monaten,No Like,,
Friederikenstift Hannover,,1,vor einem Jahr,No Like,,
Friederikenstift Hannover,,4,vor 5 Jahren,No Like,,
Friederikenstift Hannover,Super Behandlung und schöne Atmosphäre!**Mir wurde sehr geholfen!,5,vor 2 Monaten,1,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Gute Mitarbeiter,5,vor 8 Monaten,13,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Das Vorgespräch war sehr gut, dachte ich aber auch nur, denn wie die über mich gesprochen haben ist das allerletzte: meine Therapeutin angelogen und mich auch am Telefon fertig gemacht, als ich die Psychologin auf ihre Aktion angesprochen habe. Also ich bin schon mit der Klinik mehr als unzufrieden und das obwohl ich nicht aufgenommen wurde. Also ich kann die Klinik nicht empfehlen. Hätten die zugesagt ,hätte ich sogar wieder abgesagt und hätte weiter geguckt, was ich auch mit Erfolg (zumindest was der Fund der Klinik angeht) getan habe.",1,vor einem Jahr,3,"Sentiment(polarity=-0.125, subjectivity=0.25)",Negativ
Friederikenstift Hannover,"Alle sind bemüht, Umgebung ist top. Man sollte hierfür aber halbwegs stabil sein und viel in Eigenregie durchführen können. Oft fallen Therapien aus. Das Essen ist okay finde ich. War gerne hier, würde es auch weiter empfehlen.",4,vor 3 Jahren,11,"Sentiment(polarity=0.2, subjectivity=0.2)",Positiv
Friederikenstift Hannover,Schrecklich!!! Ein Albtraum! Die Pflege sind Katastrophal! Die Unterbringung sind ebenfalls nur ein Albtraum und deine Probleme werden überhaupt nicht ernst genommen!. Die Pfleger machen sich lustig über die Probleme der Patienten und schikanieren teilweise die mit Patienten. Niemals nach Tiefenbrunnen !,1,vor 2 Jahren,7,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.13333333333333333)",Negativ
Friederikenstift Hannover,"Nicht für Rollstuhlfahrer geeignet. Therapeuten sind freundlich und kompetent, das Pflegepersonal bemüht sich, den Patienten einen angenehmen Aufenthalt zu bewerkstelligen. Ist man jedoch entlassen, ist es schwer eventuell benötigte Unterlagen für eine weitere Behandlung nachträglich zum erhalten. Emailanfragen laufen ins Leere und telefonisch einen zuständigen Bearbeiter zu erreichen fast unmöglich, da viele nur in Teilzeit arbeiten.",3,vor 5 Jahren,2,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.25)",Negativ
Friederikenstift Hannover,Herr Herbst und Herr Dümpelmann waren die besten,4,vor 2 Jahren,1,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
Friederikenstift Hannover,"Therapie absolut in Ordnung. Leider Abzüge in der ""B-Note"".",4,vor 3 Jahren,3,"Sentiment(polarity=0.35, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Eine super Klinik. Kann ich nur weiter empfehlen,5,vor 5 Jahren,6,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Mir wurde nur positives über diese Klinik berichtet und kann nur positives darüber und über ihre Mitarbeiter hinterlassen! Danke ♡,5,vor 3 Jahren,14,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
Friederikenstift Hannover,"schreckliche KLinik, unfähiges Personal, mangelhafte Unterbringung und Verpflegung, ein einziges Trauma, bloß woanders hin, NICHT NACH TIEFENBRUNN, KEINESFALLS",1,vor 3 Jahren,1,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
Friederikenstift Hannover,() Traumatisch****(Original)**Traumatic,1,vor 6 Monaten,No Like,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
Friederikenstift Hannover,,2,vor 8 Monaten,No Like,,
Friederikenstift Hannover,,5,vor einem Jahr,No Like,,
Friederikenstift Hannover,,5,vor 3 Jahren,No Like,,
Friederikenstift Hannover,,5,vor 3 Jahren,No Like,,
Friederikenstift Hannover,,1,vor 3 Monaten,No Like,,
Friederikenstift Hannover,,5,vor 2 Jahren,No Like,,
Friederikenstift Hannover,,1,vor einem Jahr,No Like,,
Friederikenstift Hannover,,1,vor einer Woche,No Like,,
Friederikenstift Hannover,,5,vor 2 Jahren,No Like,,
Friederikenstift Hannover,,5,vor 4 Jahren,No Like,,
Friederikenstift Hannover,,5,vor 7 Jahren,No Like,,
Friederikenstift Hannover,,5,vor einem Monat,No Like,,
Friederikenstift Hannover,"Als ehemaliger Arzt eines Krankenhauses kann ich mich nur wundern über die ""Behandlung"" eines guten Freundes, die unserem Stand sicherlich unwürdig und beschämend war. Ich erkenne an, dass in dieser Zeit alle im Stress sind, was aber keinesfalls zu Fehldiagnosen führen darf. Mein Freund wurde wohl wider besserem Wissens nach Haus entlassen. Ich habe dafür gesorgt, dass er von da aus in ein anderes Krankenhaus transportiert wurde. Dort wurde ihm dann fachgerecht und vor allem menschlich geholfen.",1,vor einer Woche,1,"Sentiment(polarity=0.13333333333333336, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Sehr freundliches und kompetentes Servicepersonal. Ärzte die sowohl Beschwerden, als auch Ängste ernst nehmen und vertrauensvoll beraten. Habe mich sehr gut aufgehoben gefühlt. Lieben Dank. 👍🏼🍀🌞",5,vor einem Jahr,4,"Sentiment(polarity=0.8, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Trotz Stress wg. Corona und offensichtlichem Arbeiten am Limit gibt das Personal sein Bestes. Natürlich ist das KH recht alt und es ist alles nicht so nice und modern aber ich habe hier schließlich auch keinen Wellness-Urlaub gebucht sondern landete mit schwerem BSV und Schmerzen wie Sau in der Notaufnahme. Ich bin sehr dankbar für die überaus großzügige Medikation an Schmerzmitteln und dem schnellen Handeln hinsichtlich Op. Das Essen ist wirklich nicht so toll aber das überlebt man problemlos. Nochmals Danke....,5,vor 2 Wochen,4,"Sentiment(polarity=0.19999999999999998, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Würde am liebsten 0 Sterne vergeben. Frechheit das Personal.der Security  am Empfang heute morgen hat meine Mutter fertig gemacht und angeschrien das die arme gar nicht wusste wie ihr geschieht. Weiß nicht wofür die sich auf einmal halten. Wahrscheinlich wegen der ach so tollen Uniform, nützt nur leider nichts wenn man vorher nix gescheites gelernt hat. Krankenhauspersonal war nett aber der security von heute morgen ist definitiv zu Aggressiv für diesen Beruf.",1,vor einer Woche,1,"Sentiment(polarity=0.24, subjectivity=0.08)",Positiv
Friederikenstift Hannover,"Ich war auf Grund eines Bandscheibenvorfalls zu Erst in der Notaufnahme und später für vier Tage auf der Station 4 Süd.****Ich bin sowohl von den Pflegern, Schwestern und den Ärzten begeistert.**Man nimmt sich Zeit, erklärt und erläutert Dinge und Fragen. Alle sind trotz Stress immer nett und zuvorkommend.****Der Service rund um das Ganze (Essen ordern, Radiologie etc.) ist Klasse.**Hab mich trotz oder gerade wegen starker Schmerzen sehr gut aufgehoben gefühlt.**Es wurde sich Zeit genommen und auf Probleme auf Grund der Erkrankung eingegangen.****Dank der Corona-Lockerungen war es möglich Besuch zu empfangen.****Da ich mich gegen eine OP entschieden habe, wurde ich zum Wochenende entlassen. Der Orthopädie ist jetzt am Zug.****Einziges Manko war, dass die Madratze für mich nicht gut war. Sie war zwar fest, jedoch zu dünn. Ich konnte die Gelenke bzw. Kanten des Hebe-/Pflegebettes spüren. Sie drückten immer auf meinen Vorfall im Lendenwirbel. Hat die Schmerzen dadurch nicht reduziert, sondern immer wieder gereizt.**Ich war aber froh überhaupt liegen zu können, bei meinen Schmerzen.****Ich würde trotzdem bei Bedarf immer wieder kommen. Nur auf das Bett besser achten!",5,vor 9 Monaten,3,"Sentiment(polarity=0.1, subjectivity=0.044444444444444446)",Positiv
Friederikenstift Hannover,"Das schrecklichste Krankenhaus in dem ich je behandelt wurde. Trotz das ich aufgrund meiner Behinderung von der Maske befreit bin wurde ich während einer Untersuchung dazu gezwungen eine Maske zu tragen, die Ärztin drückte mir die Maske sogar noch richtig aufs Gesicht. Es dauerte keine 2 Minuten bis ich kolabiert bin und anstatt einer Entschuldigung bekam ich noch dumme Sprüche von den Krankenschwestern zu hören. Nie wieder...",1,vor 2 Monaten,1,"Sentiment(polarity=-0.16666666666666669, subjectivity=0.0)",Negativ
Friederikenstift Hannover,"Super Krankenhaus, tolle Chirurgen, liebe Schwester und Pfleger auf der Station 2 Süd. Ich habe mich gut aufgehoben gefühlt. Und nach verpfuschter Vorsorge eines andern Krankenhaus wurde mein Daumen hier vom Ärzte Team gerettet 👍",5,vor 3 Monaten,2,"Sentiment(polarity=0.6666666666666666, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Mein Baby wurde hier geboren. Die Hebamme und die Krankenschwester sind sehr nett und freundlich. Die Mahlzeit von Krankenhaus hat mir gut geschmeckt. Die Hygiene von Krankenhaus ist super. Meine Geburt wurde von eine Hebamme, sie immer Nachtdienst hat, geholfen. Sie ist sehr freundlich und sie hat viele Erfahrungen. ❤️👶🍼😽",5,vor 5 Monaten,6,"Sentiment(polarity=0.5, subjectivity=0.07142857142857142)",Positiv
Friederikenstift Hannover,"Also ich war mit Krankenwagen angekommen , und von Anfang bis zu Ende war ich komplett nett freundliche behandelt . War 7 Tage stationiert und alle Mitarbeiter Station 2 Mitte war komplett super , mehr konnte ich nicht erwarten .****Vielen vielen Dank",5,vor 5 Monaten,1,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6666666666666666)",Positiv
Friederikenstift Hannover,"Die Geburt unseres zweiten Kindes verlief mit Komplikationen, so dass meine Frau auf die Intensivstation in das Friederikenstift verlegt werden musste. Ich kam quasi mit dem Baby unter dem Arm hinterher. Ich bin immer noch begeistert davon, wie gut wir hier alle betreut wurden. Es wurde sofort ein Familienzimmer bereitgestellt, ein gut eingespieltes Team aus Hebammen, Krankenschwestern und Ärzten hat sich hervorragend um uns gekümmert und uns durch diese turbulenten Tage geholfen. Wir möchten dafür auch nach 3 Jahren noch einmal herzlich ""Danke"" sagen!",5,vor 5 Monaten,1,"Sentiment(polarity=0.38, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Sehr unfreundliches Personal. Habe 4 Tage hier im Krankenhaus übernachtet hatte Nachts Schmerzen das ich kein Luft mehr bekamm als ich den Notfall Knopf drückte meinte die Krankenschwester zu mir das das kein Notfall sei ich nicht mehr den Knopf drücken soll  bilden sie ihre Mitarbeiter besser aus und Freundlichkeit wäre ein Vorteil! Keiner ist hier im Krankenhaus aus Spaß hier!,1,vor 4 Monaten,1,"Sentiment(polarity=-0.4444444444444444, subjectivity=0.2222222222222222)",Negativ
Friederikenstift Hannover,Hatte dort meine bauchdeckenstraffung bin voll zufrieden sehr nette Pfleger und Pflegerinnen und hab da tolle Menschen kennengelernt.,5,vor einem Monat,1,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Sehr kompetente Wiederherstellung versorgung  nach einer schweren  Daumen Verletzungen  im September 20 nach meiner Erfahrung , mit Handvertzung  kommt für mich nur diese Klinik an meine Hände !!! Danke an das Team",5,vor einer Woche,2,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Ich bin weitaus mehr als zufrieden mit der Behandlung im Friederiekenstift und werde weiterhin die Ärztlichen Termine dort wahrnehmen.,5,vor einem Monat,3,"Sentiment(polarity=0.0, subjectivity=1.0)",Neutral
Friederikenstift Hannover,"Es war eine sehr gute und angenehme Zeit. Das Pflegeheim, die Ärzte, die Physio- und Ergotherapeuten waren sehr nett und habe allesamt eine gute Arbeit geleistet.",5,vor 2 Monaten,1,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Natürlich habe ich vorher die Bewertungen gelesen! viel negatives und hatten meine Bedenken!?  Ich lag auf der neurologischen Station 4 Süd wegen einer lumbalpunktion  angst Störung /missempfindungen. Ich kenne einige kh. Und ich wurde noch nie so gut behandelt wie dort!!! Vom ersten Moment waren die Kranken pfleger und Pflege Helfer super freundlich! Die assitens Ärzte nahmen sich Zeit Erklärten alles gründlich und waren sehr sympathisch das gleiche gilt für denn stations und Oberarzt! Ein tolles. Team  es hätte mich nicht besser treffen können! Ein riesen Danke an alle die in dieser schweren Zeit sich denn Stress nicht anmerken lassen und sich so gut um. Uns. Kümmern! Sobald es gestattet wird zu besuchen. Werde ich der  Station mit ner Menge Kuchen danken,5,vor 2 Wochen,3,"Sentiment(polarity=0.27499999999999997, subjectivity=0.07142857142857142)",Positiv
Friederikenstift Hannover,"Nach einer drastischen Verlegung vom Geburtshaus ins Friederikenstift wurde ich aus dem RTW direkt in den OP gebracht. Es ging alles super schnell. Das Personal war unglaublich freundlich und haben mich nicht verurteilt oder mir etwas vorgeworfen. Nachdem die Plazenta entfernt wurde kam ich auf die Intensivstation, wo auch nur sehr freundliches Personal war. Ich war überaus überwältigt wie lieb alle waren und sich um mich toll und einfühlsam gekümmert haben. Ich hatte dort immer ein gutes Gefühl. Ganz besonders möchte ich mich bei der Oberärztin Frau Kanzenbach bedanken, durch sie ging es es mir direkt um 100% besser, sie hat mir ein tolles Gefühl gegeben uns in jeglicher Situation geholfen und alles versucht unseren Wünschen nachzugehen.**Es war für uns ein großes hoch und tief der Gefühle womit Frau Kanzenbach so liebevoll und einfühlsam umgegangen ist. Sie ist nicht nur eine tolle Ärztin sondern einfach ein toller Mensch! Danke!!****Auf der Wochenbettstation angekommen, habe ich 5 Tage verbracht. Hier war wie in jedem Krankenhaus alles dabei, es kommt immer drauf an, an**wen man gerät. Ich hatte drei Lieblingsschwestern, wobei mir ein Name im Kopf geblieben ist, die liebe Irena war immer wieder an meiner Seite, hat sich liebevoll um mich und meinen Kleinen gekümmert. Vielen Dank!!**Zwei Kinderärzte habe ich kennengelernt, sowie zwei Schwestern die unter aller Sau waren. Unfreundlich, patzig und lieblos... leider haben es solche auch ins Friederikenstift geschafft. Ich denke, die wird es aber überall geben :-) liebe Grüße an alle, uns geht es gut 🧡",4,vor einem Monat,1,"Sentiment(polarity=0.49558823529411766, subjectivity=0.058823529411764705)",Positiv
Friederikenstift Hannover,Einfach Sehr gut.Ich habe auf der Station 1 Nord mit einen Sprunggeleksbruch gelegen.Super Pflege -Super -Hauswirtschaft -Super Ärztinnen und Ärzte.Das Essen war auch Sehr gut.,5,vor 2 Monaten,2,"Sentiment(polarity=0.925, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Vielen Dank an das gesamte Team der Station 2 Süd. Mega freundliches und kompetentes Personal. Habe mich sehr gut aufgehoben gefühlt.Viele Grüße,5,vor 4 Monaten,1,"Sentiment(polarity=0.6666666666666666, subjectivity=0.3333333333333333)",Positiv
Friederikenstift Hannover,Seht gutes Krankenhaus.  Top Ärzte sehr freundliches Pflegepersonal. Gebäude ist etwas in die Jahre gekommen.,5,vor einem Monat,3,"Sentiment(polarity=0.6666666666666666, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Ich bin super zufrieden!!!****Habe nach einem Krankenhaus gesucht, in dem ich mein Baby bekommen kann.**Nach ein paar Recherchen, Bewertungen lesen, Videos anschauen bin ich auf das Friederikenstift gestoßen und habe mich ziemlich fix für dieses Krankenhaus entschieden.****Die Hebammen im Kreißsaal waren echte Profis. Sehr lieb, einfühlsam, ruhig, geduldig, motivierend, konnten sämtliche Ängste nehmen und waren immer da.****Durch Corona wurde sehr auf Hygiene geachtet.**Mein Partner und ich mussten einen Corona Test machen, einige Angaben machen.**Während der Geburt war mein Freund die ganze Zeit dabei und auch ich musste nicht ständig die Maske tragen. Bei einer Geburt wäre dies ja auch unmenschlich.****Mein Baby war keine leichte Geburt... 4400g und 37cm Kopfumfang. Aber das Hebammen Team hat es ohne Kaiserschnitt geschafft. Natürlich habe ich als 160cm große Person, bei so einem großen Baby einen Dammriss erlebt. Aber die Ärztin und Assistentinnen haben mit größter Sorgfalt alles genäht und bis jetzt ist alles sehr gut am heilen.****Ich bin so glücklich, dass ich mich für dieses Krankenhaus entschieden habe. Ich musste am Tag der Geburt noch bis frühen Abend dort bleiben, damit einige Untersuchungen stattfinden konnten, ob es dem Baby und mir gut geht. Aber dann durfte ich nach Hause ambulant.****Unserem Baby geht es bestens und uns selbstverständlich auch.****Ich bin dem ganzen Team von Hebammen und Ärztinnen mega dankbar. Es war nicht einfach, aber alle haben ihr bestes gegeben, nicht aufgegeben. Alle waren hilfsbereit, für uns da. Die Hebamme die mit der Geburt begonnen hat, ist sogar circa 2 Stunden länger geblieben. Weil sie mir sehr gut geholfen hat und wirklich von ihrer Arbeit Bescheid weiß. Hut ab vor diesem tollen Team!",5,vor 2 Monaten,9,"Sentiment(polarity=0.4065217391304348, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Hatte mich 5 Monate vor der Geburt angemeldet als nachts um 1 meine fruchtblase geplatzt ist wurde ich nicht angenommen und solle doch bitte in ein anderes Krankenhaus. Jetzt habe ich starke Blutungen mir geht es nicht gut aber ich bin ja kein akut Fall. Danke für die super Leistung.,1,vor 7 Monaten,5,"Sentiment(polarity=0.3666666666666667, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Sitzen jetzt seit zirka 11.30 bis 12 Uhr in der Notaufnahme. Es ist jetzt 16.50 Uhr. Fest steht, das Handgelenk meiner 94jährigen Mutter soll operiert werden. Das war vor etwa 2 Stunden. Müsse ""noch ein CT gemacht"" werden, hieß es vor 1,5 bis 2 Stunden. Die Röntgenbilder von heute morgen reichten nicht. Bis jetzt, 16.50 Uhr sitzen wir und warten auf die Abholung zum CT. Die soll kommen, sei aber überlastet. Sonst, von sich aus, keine Infos mehr dazu. Bin gespannt, wie lange es noch überlastet sein wird.",1,vor 4 Monaten,3,"Sentiment(polarity=-0.30999999999999994, subjectivity=0.1)",Negativ
Friederikenstift Hannover,Top Ärzte super nettes Pflegepersonal,5,vor einem Monat,2,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Security von heute morgen sehr Aggressiv, er hat mich fertig gemacht, der passt überhaupt nicht zum diese Beruf, Respektlos",1,vor einer Woche,2,"Sentiment(polarity=-0.75, subjectivity=0.2)",Negativ
Friederikenstift Hannover,"Wie bereits von anderen erwähnt, es läuft nicht alles rund. Das teilweise lange Warten in der Notaufnahme oder auf den OP Termin, wenn man bereits nüchtern im Bett liegt, ist für einen selber oftmals hart, nicht nur körperlich sondern auch psychisch belastend. Wobei der Friederikenstift momentan bestimmt in einer sehr angespannten Situation ist. Solche Probleme lasen sich wohl nicht vermeiden, wenn man die Pflicht und den Anspruch hat, jederzeit  für alle, die es benötigen, medizinische Hilfe zu leisten. An jedem Tag, zu jeder Uhrzeit.****Beginnend bei der Notfallbehandlung ( abends und Weihnachten ), der Notaufallaufnahme zwei Wochen später, über die OP und die Nachbehandlung bin ich hier nur sehr freundlichen, emphatischen und kompetenten Ärztinnen + Ärzten bzw. medizinischen Personal begegnet. Die medizinische und menschliche Behandlung war jederzeit vorbildlich. Und das zählt auch für alle anderen in dem Haus, wie z.B. die für die Verpflegung Verantwortlichen.****Vielen lieben Dank an Euer Personal, es hat einen super Job und mich wieder gesund gemacht.",5,vor 2 Monaten,4,"Sentiment(polarity=0.27037037037037037, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Ich bin absolut zufrieden, die Schwestern sind immer freundlich und bemüht das es dem Patienten gut geht.**Die Ärzte verstehen ihr Handwerk, und nehmen sich richtig Zeit um ein optimales Ergebnis zu erreichen. Bei mir wurde eine Angiografie in der Leiste durchgeführt und der behandelnde Arzt hat bei mir einen neuen Stent gesetzt, dass absolut Schmerzfrei.**Auch das Essen war für ein Krankenhaus wirklich okay.**Insgesamt hab ich mich hier sehr gut aufgehoben gefühlt und kann das Fiederikenstift sehr empfehlen.",5,vor 3 Monaten,2,"Sentiment(polarity=0.885, subjectivity=0.0)",Positiv
Friederikenstift Hannover,Schlimmste Krankenhaus empfehlen  ich keiner,1,vor 3 Wochen,1,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Der letzte Schuppen, meine Schwiegermutter wird mit angebrochener Wirbelsäule 7 STUNDEN sitzen gelassen und bekommt dann den Satz zu hören ""Ach Sie können noch laufen? Können wir nichts für Sie tun....Patient mit einem Zeckenbiss wurde sogar vorrangig behandelt, da ja nach WICHTIGKEIT behandelt wird.....Das ist ein Fall für den Anwalt. Dieses Haus werden wir nicht mehr betreten. Enttäuschung auf ganzer Linie... Von erwarteter Hilfe keine Spur!!!",1,vor 6 Monaten,2,"Sentiment(polarity=0.034999999999999996, subjectivity=0.0)",Positiv
Friederikenstift Hannover,"Meine Frau wurde dort erfolgreich operiert, hat sich dort sehr gut aufgehoben und betreut gefühlt. Vielen Dank an das gesamte Team, besonders Station ENord!",5,vor 5 Monaten,3,"Sentiment(polarity=0.5, subjectivity=0.5)",Positiv
