Name der Klinik,Titel,Datum,Fachbereich,Erfahrungsbericht,Gesamtzufriedenheit,Qualität der Beratung,Mediz. Behandlung,Verwaltung und Abläufe,Ausstattung und Gestaltung
Krankenhaus Hameln,Blutungen,04.09.2013,Psychosomatik,"Bin in der 5 ssw gewesen und hatte an einem Freitag plÃ¶tzlich starke Blutungen bekommen. Bin dann zum KreiÃsaal und nach 1 Einhalb Std mal rangekommen wo mir dann ganz dreist von der tollen AssistenzÃ¤rztin gesagt wurde , dass das ja kein Grund sei um ins Krankenhaus zu gehen. Also weiÃ ich nicht wozu es Ã¼berhaupt dann KrankenhÃ¤user gibt wenn man gesagt bekommt das es kein Grund ist bei einer vermutlichen Fehlgeburt dort hinzugehen. Das allerletzte !!!!!!!!",unzufrieden,unzufrieden,unzufrieden,weniger zufrieden,zufrieden
Krankenhaus Hameln,Katastrophale stationÃ¤re Aufnahme,30.08.2013,Psychosomatik,"Bei Eintreffen am OP-Tag um 7.30 Uhr (wie abgesprochen) auf der Station war das 14 Tage vorher bestellte Bett nicht verfÃ¼gbar. Ich wartete bis 9.30 Uhr in einer ""verdreckten"" Wartezone. Nun bot man mir an, mich als dritte Person, in ein kleines 2-Bett-Zimmer einzuschieben. Da ich Asthma habe, lehnte ich dies ab. Als zweite Option stellte man mir ein Zimmer zur VerfÃ¼gung, indem zu diesem Zeitpunkt noch eine Leiche lag. Wie ich selbst gesehen habe. Auch dies lehnte ich verstÃ¤ndlicherweise ab. Ich lies mich zuletzt Privat legen. Die Kosten dafÃ¼r trug ich selbst. 

Aus meinen persÃ¶nlichen Erfahrungen ergibt sich als Fazit, dass die Wirtschaftlichkeit vor dem Patienten kommt.

Diese Erfahrung hat mich sowohl physisch als auch psychisch sehr viel Kraft gekostet.

Solange es mir mÃ¶glich ist werde ich als Patient einen groÃen Bogen um dieses Krankenhaus machen obwohl die Ã¤rztliche Versorgung gut war.",unzufrieden,unzufrieden (Bei der Aufnahme),sehr zufrieden,unzufrieden,sehr zufrieden
Krankenhaus Hameln,viel zu lange Wartezeit!,21.08.2013,Psychosomatik,"Wir waren mit unserem Sohn in der Notaufnahme, da er sich den rechten Arm gebrochen hat. Wir warteten hier von ca. 17.15 Uhr an mehrere Stunden, obwohl unser Sohn starke Schmerzen hatte und dies auch dem Pflegepersonal bekannt war! Nachdem mein Mann dann gegen 20.45 Uhr nachfragte kÃ¼mmerte man sich dann endlich um unseren Sohn. Auch fÃ¼r die lange Wartezeit wurde sich entschuldigt. Aber sorry, das geht gar nicht! StÃ¤ndig hÃ¶rt man, wie unorganisiert und chaotisch es in diesem Krankenhaus zugeht! Dann ging alles recht zÃ¼gig. Auch wenn in einer Notaufnahme viel zu tun ist, Patienten mit dem Rettungswagen kommen und dort stÃ¤ndig viel Betrieb ist, kann das meiner Meinung nach nicht sein! FÃ¼r mich scheint dieses Krankenhaus absolut unorganisiert zu sein! Positiv muss jedoch erwÃ¤hnt werden, dass sowohl Ãrzte als auch Schwestern absolut kompetent und nett sind. Leider bewahrheitet es sich hier wieder: Die Sparpolitik  wird eindeutig auf dem RÃ¼cken der Patienten ausgetragen; einfach zu wenig Personal! Wir haben unsere Beschwerde auch direkt an die Krankenhausleitung geschickt, wie dass als Reaktion auf andere negative Bewertungen gewÃ¼nscht wird. Dies war vor vier Tagen, bis heute ist noch keine Reaktion erfolgt, mal abwarten!",unzufrieden,zufrieden,sehr zufrieden,unzufrieden,"sehr zufrieden (Inkl.: Freibad, Turnhalle, moderne SportgerÃ¤te, Wassertretstelle, Malraum, schÃ¶nes GelÃ¤nde.)"
Krankenhaus Hameln,FEHLGEBURT,17.08.2013,Psychosomatik,"Ich Habe eine Fehlgeburt gehabt und wurde im Sanaklinikum behandelt schlimmer als jede sau die endbindet. ich kam mit blutung in die Klinik  12ssw dritte Schwangerschft. Ich habe gesagt das ich Blutung habe darauf hun nehmen sie im wartebereich platz  . ich habe  1stunde gewartet bis ich dran kam dann wurde mir gesagt ich sollte eine Nacht  auf station habe ich gemacht  , am Morgen dann keine Blutung mehr  das wurde ich endlassen  die haben gesagt ich sollte nichts machen nur leigen. als ich zu hause war bekam ich starke wehn bin wieder  ins sana  dort  wurde ein ultraschall gemacht  , die Ãrztin holte einen Arzt da zu DER SAGTE DA IST NICHTS MEHR  RAUS DAMIT: iCH FRAGE  WAS IST NICHT MEHR  ER NAJA KEIN HERZSCHLAG  DA SIE GEGESSEN HABEN HABEN SIE PECH SIE MÃSSEN NUR  VIER STUNDEN WARTEN BIS WIR AUSSCHABEN: DAS IST DAS LETZTE GEWESEN MAN HÃTTE ES MIR  AUCH ANDERS SAGEN KÃNNEN UND NACH DREI STUDEN WARTEN BIN ICH FAST VERBLUTET ICH HABE SO STAK GEBLUTET  DAS KAN MAN SICH NICHT VORSTELLEN MEINE ZIMMERNACHBARIN HAT DANN EINE SCHWESTER GEHOLT  ERST DANN WÃRDE NE NOT OP GEMACHT ALS ICH WACH WURDE  WURDE ICH  ANGESCHRIEN ICH SOLLTTE AUFHÃREN ZU HUSSTEN WAS ABER NICHT GING  AUF DIE BLUTKONSERVE HABEN ICH VERZICHTET ICH BIN AUF EIGENEN WUNSCH NACH HAUSE EUER KRANKEN HAUS  SOLLTE GESCHLOSSEN WERDEN DAS LETZTE SANAKLINIKUM",unzufrieden,unzufrieden,unzufrieden,unzufrieden,sehr zufrieden
Krankenhaus Hameln,Professionelle Behandlung,16.08.2013,Psychosomatik,"Nach einem Vortrag Ã¼ber Hernien-OPs habe ich mich in die spezielle Herniensprechstunde begeben, wurde dort ausfÃ¼hrlich und freundlich untersucht und beraten und habe mich dann zu einer OP angemeldet. Die Terminvergabe wurde meinen WÃ¼nschen angepasst. 
Die Voruntersuchung lief routiniert ab. Der Tag der OP begann mit der OP-Vorbereitung,  die m.E. nicht optimal ablief. Wenn man in einem Raum mit sechs anderen Patienten untersucht und hinter einem Vorhang rasiert wird, wÃ¤hrend sich gleichzeitig noch AngehÃ¶rige im Raum aufhalten, ist das nicht so glÃ¼cklich. Die OP-Vorbereitung sollte einzeln und in einem getrennten Raum erfolgen. Meine medizinischen Werte und weitere persÃ¶nliche Details mÃ¼ssen andere Personen nicht mithÃ¶ren.
Die OP erfolgte wie geplant ab. Im Krankenzimmer wurde ich immer wieder kontrolliert und sehr gut betreut. Alle PflegekrÃ¤fte verhielten sich optimal - freundlich, respektvoll, hilfsbereit. Am folgenden Tag konnte ich das Krankenhaus nach einer Abschlussuntersuchung aufrecht verlassen. Bedauert habe ich nur, dass ich den operierenden Arzt nach der OP nicht mehr gesehen habe. 
Es gab keinerlei Komplikationen. In drei Monaten werden ich einen weiteren Bruch operieren lassen.",sehr zufrieden,"sehr zufrieden (umfassende Beratung, vorher durch Vortrag in der Patientenakademie, dann in der Herniensprechstunde)","sehr zufrieden (der Bruch wurde korrekt operiert, es gab keine Komplikationen)",zufrieden (nur die OP-Vorbereitung kÃ¶nnte etwas individualiserter verlaufen),zufrieden
Krankenhaus Hameln,Immer gern wieder,10.08.2013,Psychosomatik,"Ich war fÃ¼r zum Kardio-MRT und Ultraschall auf der Station B4. s Pflegepersonal und Ãrzte ist immer sehr freundlich und kompetent. Ich war in den letzten Jahren schon Ã¶fter in Hannover in Kliniken wegen dem Herzen, aber hier war ich super Ã¼berrascht.  Die Ãrzte haben mit mir Ã¼ber meine System- 
krankheit gesprochen. Ich hatte den Eindruck, dass diese Ãrzte mich verstehen. Da kÃ¶nnen die Hannoverschen Kliniken nicht so mithalten.  Wenn ich nochmals wegen dem Herzen in ein Krankenhaus muss, dann nach Hameln. Ist zwar eine Reise, aber ok! Der einzige Mangel war Asisstenzarzt. Der kann einem nicht in die Augen sehen und ratterte alles runter und hatte keine Zeit.",sehr zufrieden,sehr zufrieden,sehr zufrieden,weniger zufrieden,sehr zufrieden
Krankenhaus Hameln,Danke Station A2!,09.08.2013,Psychiatrie,"Danke an Station A2!

Einen ganz grossen Dank an das gesamte Personal der Station A2. Ich meine nicht nur die Ãrzte sondern auch gerade das Pflegepersonal.

FÃ¼r mich als Brustkrebs Patientin hat sich der weite Weg in den Nachbarlandkreis gelohnt. Ich habe mich sehr gut betreut und aufgehoben gefÃ¼hlt.

Besonders bemerkenswert ist es, dass es auf dieser Station eine mÃ¤nnliche Pflegeleitung gibt, die sich auch sehr viel Zeit nimmt fÃ¼r die Brustpatientinnen. Anfangs hat es mich sehr gewundert einen mann im pflegepersonal einer frauenstation zu sehen, aber auf der station gibt es laut flyer 3 fachbereiche die betreut werden. Jedenfalls war ich echt positiv Ã¼berrascht, wie sehr auch mÃ¤nner in der pflege frauen mit brustkrebs unterstÃ¼tzen kÃ¶nnen.

vielen dank an das ganze Team... 

Ich kann diese Klinik sehr wohl weiterempfehlen!",sehr zufrieden,sehr zufrieden,sehr zufrieden,zufrieden,zufrieden
Krankenhaus Hameln,Bewertungen,02.06.2013,Kind/Jugend-Psych.,"Ich habe mir mal die MÃ¼he gemacht und hab mir die Bewertungen angeschaut. Es kann mir keiner erzÃ¤hlen das er jeden Tag ""gut drauf"" ist. Wenn ich dann lesen muÃ das die Klinikmitarbeiter, Ãrzte, Schwestern usw. unfreundlich gewesen sind, fÃ¤llt mir nichts mehr ein. Ich selbst war im September 2011 mit meinem zweiten Infarkt hier und kann nur sagen das ich hoch zufrieden bin. Hey, ich lebe noch. Trotz Kammerflimmern und dreimaligen reanimieren. Leute, ehrlich. Die tun da wirklich alles menschenmÃ¶gliche. Ich kann mich nur bedanken.",sehr zufrieden,sehr zufrieden,sehr zufrieden,zufrieden,sehr zufrieden
Krankenhaus Hameln,Danke Station A4,29.05.2013,Psychosomatik,"Die Station A4 ist ein hochmotiviertes Team.
Meine 88j.Mutter befand sich lange Zeit in stst.Behandlung.
Jeder der Schwestern u Pfleger hat sein bestes gegeben, sodass meine Mama wieder laufen konnte und es ihr bedeutend besser geht.

Ich werde gerne wieder kommen.
Dem Team der A4 und allen Ãrzten ,Vielen Dank",sehr zufrieden,zufrieden,sehr zufrieden,zufrieden,sehr zufrieden (Einzelzimmer zweckmÃ¤Ãig eingerichtet)
Krankenhaus Hameln,Es geht auch schnell und unkompliziert,24.05.2013,Psychiatrie,"Mein Sohn litt unter einer Phimose und das sollte nun korrigiert werden. Das VorgesprÃ¤ch mit Herrn Dr. Heinrich war sehr entspannt und ausfÃ¼hrlich. Die ambulante Operation in der WilhelmstraÃe verlief dann sehr gut. Einen herzlichen Dank noch einmal an das gesamte Personal dort. Alle haben sich sehr nett um uns gekÃ¼mmert und alle gingen auch prima auf das Kind ein (die Schwester im Aufwachraum hatte sogar ein kleines TÃ¼tchen Lachgummis mitgebracht, weil sie wusste, dass drei Kinder auf dem OP-Plan standen. Und jedes Kind bekam dann ein TÃ¼tchen fÃ¼r spÃ¤ter). Wir wurden durchweg gut betreut, toll beraten und flott entlassen. Es gab keinerlei Komplikationen im Nachhinein und ich kann das Sana-Klinikum soweit nur weiterempfehlen.",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,zufrieden
Krankenhaus Hameln,Diese Klinik kann ich nur empfehlen,17.05.2013,Psychosomatik,"Guten Morgen ich war vom 10.05.-15.05.13 in dieser Klinik Station A2 und bin sehr zufrieden gewesen, sowohl mit der Operation und dem Ergebnis als auch mit dem Rundumservice. Alle Schwestern und Pfleger waren sehr hilfsbereit und haben alle Fragen beantwortet oder es gleich an die behandelnden Ãrzte weitergegeben. Es gab von allen immer ein LÃ¤cheln, ob von den Ãrzten oder dem Pflegepersonal. Es wurde immer gleich nach dem Befinden oder ob man noch was mÃ¶chte gefragt. AuÃerdem hatte man einen superschÃ¶nen Ausblick aus dem Zimmer, wo ich drin lag und das grosse GlÃ¼ck ganz liebe Bettnachbarn gehabt zu haben. Das einzige was ich nicht so schÃ¶n fand, war das ein Fernseher im Zimmer war, den konnte man aber sich gegen ein kleines Entgeld an der Anmeldung besorgen. Handys sind dort Ã¼berall erlaubt. Das Essen hat mir persÃ¶nlich sehr lecker geschmeckt. 
Ich habe fÃ¼r August die nÃ¤chste OP in diesem Krankenhaus geplant und fÃ¼hle mich jetzt schon gut aufgehoben. 
Ich kann dieses Krankenhaus nur weiterempfehlen. 
Diesmal habe ich dort eine Bauchdeckenstraffung vornehmen lassen. Die Visite kam jeden Morgen teilweise schon vor dem FrÃ¼hstÃ¼ck. 

Die Nachsorge ist auch schon organisiert, da kann ich aber erst spÃ¤ter was zu sagen, da ich Dienstag, den 22.05. erst einen Termin dort habe.",sehr zufrieden (werde wieder im August in diese Klinik),sehr zufrieden (gute ausfÃ¼hrliche Beratung),sehr zufrieden (gutes Operationsergebnis),zufrieden,zufrieden
Krankenhaus Hameln,Danke an der AnÃ¤sthesie und Intensivmedizin C3,10.05.2013,Psychiatrie,"AnÃ¤sthesie und Intensivmedizin
An der Intensiv Station C3
Sana Klinikum Hameln-Pyrmont
Unser Sohn befand sich vom 23.04.-31.04.2013 in der Intensive Station C3 der Sana Klink in Hameln. Wir mÃ¶chten uns auf diesem Wege nochmals bei dem  Ãrzte-, Schwestern- und Pfleger- Team herzlich fÃ¼r deren liebevolle und herzliche Art danken. Trotz des Dauer Stresses  waren alle immer hilfsbereit und freundlich. Ob Ãrzte, Pflegepersonal oder Reinigungspersonal, sind in ihrer Berufung genau am richtigen Platz. Herzlichen Dank fÃ¼r Ihre tolle Betreuung! Gut, dass es solche gute KrankenhÃ¤user gibt. Unserem Sohn geht es viel besser, er wird  lernen sein neues Leben zu bewÃ¤ltigen.  Danke an das tolle Team und  deren schnelle Reaktionen, die ihm aus einer lebensbedrohlichen Situation zurÃ¼ckholte. Nochmals Danke!  
Mit Freundlichen GruÃ 
Familie  Robert Yates",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,weniger zufrieden
Krankenhaus Hameln,Ich denke es geht auch besser!,01.04.2013,Psychosomatik,"Ich kann nur sagen das ich sehr enttÃ¤uscht bin!
Meine Mutter durchlief 5 Stationent  ! Es ging immer hin und her kein Arzt war richtig fÃ¼r Sie zustÃ¤ndig! Es gab kaum ein GesprÃ¤ch zwischen Arzt und mir als AngehÃ¶rigen ! Alles endete dannmit dem plÃ¶tzlichen Tod meiner Mutter! Ich habe das GefÃ¼hl das einige Ãrzte im Sana Klinikum Hameln nur Marionetten der GeschÃ¤ftsleitung sind . Ein trauriges Bild .",unzufrieden,unzufrieden,unzufrieden,zufrieden,weniger zufrieden
Krankenhaus Hameln,Kardiologie - professionell und super nett.,21.03.2013,Psychiatrie,"Dr. Topp und seinem Team kann ich nur Bestnoten geben. Die Ã¤rztliche Betreuung ist professionell, informativ und menschlich sehr angenehm. Das Team, mit dem ich als Patient die meiste Zeit verbracht habe, ist sehr freundlich, sehr aufmerksam, kommunikativ und sehr aufgeschlossen. 

Ich wÃ¼rde mich jederzeit wieder in die Behandlung der Kardiologie des Sana-Klinikums Hameln-Pyrmont begeben.",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden (zentrale Anmeldung im Foyer: unzufrieden),zufrieden
Krankenhaus Hameln,Kann ich nur weiterempfehlen !,15.03.2013,Psychosomatik,"Schwestern und Ãrzte waren total freundlich ,haben sich super um mich gekÃ¼mmert und ordentliche Untersuchungen durchgefÃ¼hrt.Bin total zufrieden !",zufrieden,zufrieden,sehr zufrieden,weniger zufrieden,zufrieden
Krankenhaus Hameln,Sehr nettes Personal und Pfleger,15.03.2013,Psychiatrie,"Das Personal und die Pfleger waren einfach total freundlich.Alle waren zuvorkommend und haben sich super um die Patienten gekÃ¼mmert.Eine groÃe Belastung war zwar ab und zu da,aber es war Niemanden anzumerken.Trotzdessen finde ich,dass man bessere und schnellere Diagnosen bei ansteckenden Krankheiten stellen sollte,damit diese schnell umgebettet werden kÃ¶nnen . Ansonsten war aber alles einfach top !",zufrieden,sehr zufrieden,zufrieden,weniger zufrieden,zufrieden
Krankenhaus Hameln,"Danke Dr.Marx,Dr.Topp und Pflegeteam a4",12.03.2013,Psychiatrie,"Hallo Liebe Benutzer,

Ich befand mich bis heute 10 Tage in Behandlung bei Dr.Marx und Dr.Topp auf der Station A4,mit meiner Behandlung und den GesprÃ¤chen in der Visite war ich sehr zufrieden, die Ãrzte sind dringend weiterzuempfehlen.
Auch das Pflegepersonal gab sich immer sehr viel MÃ¼he auf meine WÃ¼nsche einzugehen,obwohl ich gefÃ¼hlt mitbekam das die Betreuung der Patienten fÃ¼r die Pflege sehr anstrengend geworden ist.
Ich habe nun meine schwiegertochter gebeten hier einmal zu schreiben, das ich mich im Sanakrankenhaus sehr wohlgefÃ¼hlt habe. Sollte ich mal wieder kommen mÃ¼sen sp komm ich gern.
Meine Beschwerden waren immer sehr ernstgenommen und alle haben sich bemÃ¼ht.
Heute freue ich mich das es mir besser geht.
Danke fÃ¼r Ihre Arbeit.
GruÃ Zimmer 407.",sehr zufrieden,weniger zufrieden,sehr zufrieden,weniger zufrieden,
Krankenhaus Hameln,Notfallambulanz fÃ¼r Kinder das Allerletzte,11.03.2013,Psychosomatik, ,unzufrieden,unzufrieden,zufrieden (nachdem die Ãrzte mal geruht hatte zu kommen),unzufrieden,
Krankenhaus Hameln,Nie wieder Station A 4!!!,28.02.2013,Psychosomatik,"Medizinische versorgung durch Dr. Habbel als Belegarzt sehr gut, aber das Pflegepersonal auf Station A4 eine einzige Katastrophe. Unfreundlich bis zum Gehtnichtmehr, teilweise unverschÃ¤mt bis inkonpetent.
Ich lobe wahrlich lieber, als Kritik zu Ã¼ben, aber in diesem Fall war das unumgÃ¤nglich. ErwÃ¤ge noch, die Krankenhausaufsicht zu informieren. Habe 2 1/2 Seiten Bericht an Pflegedienstleiterin, Ã¤rztlichen Direktor und GeschÃ¤ftsfÃ¼hrer geschickt. Nie wieder Station A 4 in Hameln!!!!!",unzufrieden (extrem unzufrieden),unzufrieden,sehr zufrieden (wegen Belegarzt aus Holzminden),unzufrieden,
Krankenhaus Hameln,gute Ã¤rztliche Betreuung,22.02.2013,Psychiatrie,Das Klinikum ist empfehlenswert.  Herr Dr. AL Kahlout ist sehr kompetent. Mein Mann ist ein schwieriger Fall (Bandscheibenprobleme) Wurde von ihm schon in Hildesheim betreut und wir bereuen den weiten Weg 150 km nach Hameln nicht.  Sehr wahrscheinlich muss noch eine weitere OP durchgefÃ¼hrt werden. Im Sana Klinikum sind wir gut aufgehoben. Kurt Guba,sehr zufrieden,sehr zufrieden,sehr zufrieden (sehr kompetent),sehr zufrieden (schnell und zuverlÃ¤ssig),
Krankenhaus Hameln,Wir waren super zufrieden!,20.02.2013,Psychiatrie,"Soo, jetzt muss es raus!!
Bereits im September 2012 habe ich sÃ¤mtliche Bewertungen merfach durchgelesen und wirklich nicht verstanden, warum viele soooo negativ Ã¼ber dieses Klinikum berichten!

Am 11. September wurde unsere Tochter durch einen relativ spontanen Kaiserschnitt geboren.
Ich fÃ¼hlte mich vorher, nachher und soweit ich beurteilen kann, auch wÃ¤hrend der OP sehr sicher und absolut gut aufgehoben!
Die Beratung bzw die ErklÃ¤rung sÃ¤mtlicher AblÃ¤ufe wurden mir geduldig und sehr freundlich erklÃ¤rt!

Ganz, ganz groÃes Lob hier an die Station 2!
SÃ¤mtliche Schwestern, Hebammen, SchÃ¼lerinen und der Rest der ""Besatzung"" hat es mir ermÃ¶glicht, mich dort sehr wohl zu fÃ¼hlen!!


Nun, nach einer Virus-Infektion musste unsere Tochter seit vergangener Woche 8 Tage stationÃ¤r auf der C0 aufgenommen werden.
Unter den schlimmsten BefÃ¼rchtungen (siehe Ã¤ltere Bewertungen) wurde es mir sofort, OHNE Nachfrage, ermÃ¶glicht, zusammen mit unserer Tochter ein Zimmer zu beziehen!
Mir wurden kostenfrei 3 Mahlzeiten am Tag zur VerfÃ¼gung gestellt und konnte sÃ¤mtliche Einrichtungen wie selbstverstÃ¤ndlich mitbenutzen.

Die Schwestern auf dieser Station, nahmen sich trotz dem ""Andrang"" von Neu-Patienten sehr viel Zeit um alles GENAU zu erklÃ¤ren. Zu jeder Zeit wurde gelÃ¤chelt und auch hier und da mal ein kleines SpÃ¤Ãchen gemacht!
Toll Leute!
Weiter so!!",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,
Krankenhaus Hameln,"Operation an der Hand , hier nie wieder.",11.02.2013,Psychiatrie,"Vom VorgesprÃ¤ch und Voruntersuchungen ist hier alles wirklich gut. Das Pflegepersonal sehr freundlich und alles gut Organisiert.

Ich hatte 2 gebbrochene Finger, die beide mit einer Platte und diversen Schrauben gerichtet werden sollten. 

Nun denn trotz starker schmerzen und der tatsache das die Finger durch die Fraktur weit abstanden bekam ich von der Handchirugie erst einen Termin nach 5 Tagen, dies ist natÃ¼rlich nicht so prickelnd aber normal.

Der Tag der OP jedoch, schon wenn der Narkosearzt fragt was denn Ã¼berhaupt gemacht werden soll kommt einem das etwas suspekt vor. Operiert wurde ich dann trotz der Wartezeit und des Termins von einem Unfallchirurg. Was fÃ¼r mich einfach nicht nachzuvollziehen ist. Wenn die Auslastung zu hoch war oder die Kernkompetenz nicht Vorhanden ist sollte man dies einfach zugeben und lieber nicht Operieren. Ich hÃ¤tte lieber noch 2 Wochen gewartet als jetzt die ganzen Probleme zu haben. Beide Finger sind weit entfernt von gerade und Steif. 

In den VorgesprÃ¤chen wurde gesagt ich soll spÃ¤testens nach 3 Wochen mit Ãbungen anfangen und soviel wie geht bewegen. Der Arzt der operiert hat sagte mir nach der OP ich soll 6 Wochen die Schiene nicht abmachen und auf keinen Fall bewegen. Zum glÃ¼ck mit ich nach 4 Wochen dann nochmal zum spezialisten gegangen der mir dann sofort die Schiene entfernt hat. 

Letzten endes musste ich mich nochmals Operieren lassen, diesmal jedoch nicht in Hameln, von den Ãrzten her mag ( was ich verstehen kann ) keiner wirklich zugeben das etwas falsch gelaufen ist, jedoch wurde ich nach der zweiten OP gefragt ob es ein Offener Bruch mit Notfalloperation war, wie ich finde sagt das schon viel aus Ã¼ber die Anordnung der Schrauben und das Aufschneiden des Fingers. Die Haut zwischen den Fingern wurde komplett aufgetrennt und ein spreitzen der Finger ist nicht mehr mÃ¶glich.

Jeder kann wohl mal Pech haben bei einer Operation, hier ist jedoch evtl. etwas zu viel Schief gelaufen.",unzufrieden,weniger zufrieden,unzufrieden,zufrieden,
Krankenhaus Hameln,Kompetente Betreuung bei Knie-OP,16.01.2013,Psychosomatik,"Der Krankenhaus-OP-Tag im Sana-Klinikum in Hameln begann ohne ZeitverzÃ¶gerung um die vereinbarten 6:30 Uhr. Alle Mitarbeiter waren sehr freundlich und entgegenkommend. Die AufklÃ¤rung und Besprechung der OP war bereits bei einem vorherigen Termin sehr informativ, verstÃ¤ndlich und kompetent durch einen AnÃ¤sthesisten und Professor Hankemeyer erfolgt. Anhand eines Knie-Modells wurde mir sehr anschaulich erklÃ¤rt, was gemacht werden soll und welche Folgen eintreten kÃ¶nnten.

Die Vorbereitung zur Knie-OP erfolgte nun professionell, ruhig und ausgesprochen gut organisiert. Egal ob AnÃ¤sthesie, Vorbereitung, Aufwachraum, die Station oder das AbschlussgesprÃ¤ch mit Herrn Professor Hankemeier war eine sehr positive Angelegenheit. 

Ein kleiner Hinweis an die Kritiker: Das Sana - Klinikum ist kein karitativer Verein, sondern ein Wirtschaftsunternehmen im Gesundheitsbereich. Hier gibt es gesetzliche Bestimmungen und natÃ¼rlich auch das Streben nach wirtschaftlichem Erfolg.",sehr zufrieden,sehr zufrieden (Eigenes Informieren kann natÃ¼rlich nicht ersetzt werden!),sehr zufrieden,zufrieden (etwas Geduld muss man natÃ¼rlich haben),
Krankenhaus Hameln,Zertifiziertes KH und mangelnde Hygiene,29.12.2012,Psychosomatik,"Auf der Station B1 war die Welt noch in Ordnung, aber dann auf der A3 war die HÃ¶lle. Mein Mann wurde dorthin Dienstags nachmittags um 16 Uhr verlegt. Ich sollte seine Kleidung in den Schrank mit gelben Punkt rÃ¤umen, dort fand ich die Jacke des VorgÃ¤ngers. Info an Schwester Ã¤nderte nichts. Am Nachtschrank klebten noch die Essensreste des VorgÃ¤ngers. Die KrÃ¶nung war allerdings als es Zeit fÃ¼r die Thrombosespritze war. Diese hatte die Schwester fÃ¼r die Patienten in der Hand, legte dann alle bei meinem Mann auf den Nachtschrank, spritze meinem Mann und ging dann ohne HÃ¤ndedesinfektion zum Mitpatienten. NÃ¤chsten Morgen Beschwerde bei PDL, Sie wolle der Sache nachgehen. Mittwoch nachmittag dasselbe wie am Vortag, auch wieder keine HÃ¤ndesdesinfektion und der Tupfer war minimal angefeuchtet.  Auf meine schriftl. Beschwerde gab es bisher auch keine Reaktion, ist ja erst 10 Tage her. Geputzt wurden Schrank und NAchtschrank bis Freitags auch nicht. Auch der bauliche Zustand des Zimmers ist allerletztes Niveau, zi. 301 A3. Das einzige was meinem Mann gefallen hat waren die Mahlzeiten. Auch die Visiten waren Ã¤uÃerst spÃ¤rlich und immer ein anderer Arzt, der sich erst einlesen musste. Desweiteren musste eine OP zweimal durchgefÃ¼hrt werden, da uns niemand informiert hatte wie weit der Arm meines Mannes bewegt werden darf, ebenso wurde er entlassen (Freitags nachmittags) und im Entlassungsbrief ist von einer Bandage die Rede, welche er tragen 2 Wochen tragen soll, diese aber vom KH nicht bekommen hatte.",unzufrieden,unzufrieden,weniger zufrieden,weniger zufrieden,
Krankenhaus Hameln,Sana = gut!,21.12.2012,Psychiatrie,"Trotz aller Unmutsbekundungen, die man tÃ¤glich in der Dewezet so liest, kann ich in keinem Punkt etwas Negatives berichten. Alle waren sehr bemÃ¼ht um mich. Meine WÃ¼nsche wurden erhÃ¶rt und ich fÃ¼hlte mich trotz der UmstÃ¤nde, die mich hier her fÃ¼hrten, sehr gut aufgehoben. Ich kann das Sana empfehlen.",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,
Krankenhaus Hameln,Rundum zufrieden!,21.12.2012,Psychosomatik,"Nachstehende Bewertung schreibe ich fÃ¼r Fritz B., der Ã¼ber keinen eigenen Internetanschluss verfÃ¼gt:
Ich wurde am 17.10.12 wegen einer HÃ¼ftgelenks-OP eingeliefert. Ich bin hier im Krankenhaus und nicht beim Promi-Dinner. Aber so eine Klasse, so Super, glaube ich, gibt es nie wieder.
Ich gebe in allen Sachen volle Punktzahl. OP- Super, Pflege-Super, Freundlichkeit-Super, RÃ¶ntgen-Super, einfach alle Behandlungen.
Die OP wurde von Dr. K. durchgefÃ¼hrt.
PS.: Die KlinikkÃ¼che hatte ich vergessen: Super!",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,
