K_ID,Klinik Name,Name der Klinik,Titel,Datum,Fachbereich,Erfahrungsbericht,Gesamtzufriedenheit,Qualität der Beratung,Mediz. Behandlung,Verwaltung und Abläufe,Ausstattung und Gestaltung,sentiment,sentimentBewertung
6,friederikenstift-hannover,Friederikenstift Hannover,Eigentlich war ich ganz zufrieden ABER..,10.04.2013,OrthopÃ¤die,"Ich selbst habe dort mein Kind per geplanten KS (mediz. notwendig) zur Welt gebracht. Das OP-Team war sehr nett und hat mich super betreut vor und während der OP. Die Zimmer auf der Wochenstation sind doch schon etwas abgewohnt, auch das Bad könnte mal renoviert werden. Was ich absolut nicht gut fand, war das auf der Toilette keine Halterung war um besser aufstehen zu können, ebenso die Dusche war zu hoch zum einsteigen (vorallem nach einem KS ist man nicht gerade beweglich).  Die Schwestern war alle meistens nett und hilfsbereit. Leider war kurzzeitig eine Aushilfe dort, die absolut unfähig war und nicht mal in der Lage war einfache Auskünfte einem zu geben. Ebenso war auch eine vermutl. Schwesternschülerin oder Praktikantin dort, die einen total demotivierten Eindruck machte und auch nicht mal ein ""Guten Tag"" über die Lippen brachte wenn sie zum Dienstantritt kam. Da ich insgesamt 3x in meiner SS auch in den Kreißsaal musste, kann ich nur positiv berichten. Alle Hebammen/Schwestern waren nett und hilfsbereit. Zu den Ärtzten kann ich auch nur sagen, dass eigentlich alle Ärzte sehr nett waren. Besonders Frau Schmidt! Ich selbst muss sagen, ich hätte mir etwas mehr Beratung bzw. Aufklärung im nachhinein gewünscht über meinen Heilungsprozess nach dem KS.",zufrieden,zufrieden,zufrieden,sehr zufrieden,sehr zufrieden,"Sentiment(polarity=0.3196428571428571, subjectivity=0.07142857142857142)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Doppelballonenteroskopie Untersuchung,02.04.2013,GefÃ¤Ãchirurgie,"Bei mir sollte eine Doppelballonenteroskopie (Untersuchung des Dünndarms) durchgeführt werden.Ich habe mich für diese Klinik entschieden weil dieses Krankenhaus die Untersuchung am längsten in Hannover macht.Ich kann diese Klinik allerdings nicht weiterempfehlen. Schon bei den Vorgesprächen erwies sich der Oberarzt als sehr unkooperativ, und beantwortete die Fragen nur mit Widerwillen und sehr von oben herab. Die Untersuchung hat nicht stattgefunden, Es gibt andere und bessere Kliniken die diese Untersuchung sehr viel häufiger machen als das Friederikenstift.",unzufrieden,unzufrieden,unzufrieden,unzufrieden,sehr zufrieden,"Sentiment(polarity=0.0, subjectivity=0.3333333333333333)",Neutral
6,friederikenstift-hannover,Friederikenstift Hannover,"geht garnicht.. Umgang mit Patienten ""NO GO """,14.03.2013,OrthopÃ¤die,"ich habe seit ca. 20 JAhren probleme mit dem Handgelenken.. Mein Chirurg hat mir das Friederikenstift empfohlen, was sich dann allerdings als Flopp raustellte.. Nun gut ich war 2012 schon mal in der Sprechstunde . Das damalige Gespräch verlief sehr einseitig. Auf meine Probleme wurde nicht weiter eingegangen. Also habe ich die ganze Sache erstmal so weiter laufen lassen. NAch einen Jahr ging jetzt garnichts mehr..  Im MRT wurde eine Ruptur des Diskus festgestellt, was auch sehr schmerzhaft ist. Auf anraten meines Arztes bin ich wieder in die Sprechstunde gegangen. Nun wurde mir als Patient wieder nicht richtig zugehöhrt. In der Sprechstunde wurde eine Arthroskopie und das entfernen eines Überbeins besprochen. Bei der Anästhesiebesprechung hatte sich heraus gestellt , das mir nur das Ganglion entfernt sollte ??? Damit allein wäre mir nicht geholfen gewesen. Nun gut dann bin ich wieder zurück ins Haupthaus und habe dort noch mal mit dem Arzt gesprochen, der nur meinte als wenn ich mal gerade langeweile hätte dann machen wir eben die Arthroskopie ( klang eher gelangweilt) . Nun gut der bereits bestehende Termin wurde einfach um eine Woche verschoben, was ja auch nicht schlimm war. Ich hatte  mich auch schon darauf eingestellt und meinen Abeitgeber bescheid gesagt das es denn jetzt entlich operiert wird. Nach eine Jahr Schmerztabletten muß auch mal gut sein..Ich  wurde einen Tag vorher angerufen das sich der Termin zur OP um fast 4 Wochen nach hinten schiebt mit dem Vermerk, ist ja nicht mehr lange bis dahin .Angeblich aus Kapazietätsgründen. Das hätte man schon an dem Tag sehen können, wo mir ein neuer Termin gegeben wurde. Wenn man nicht arbeitet kein Problem aber ich arbeite und ein bißchen Geld verdienen muß ich auch noch. Im großen und ganzen ist das wie es gelaufen absolut ist ein"" NO GO.""Es ist ja nicht nur die Hand sondern auch der Ellenbogen der nie angesprochen oder begutachtet wurde.. Ich habe jetzt einen Termin in einer anderen Klink.",unzufrieden,unzufrieden,unzufrieden,weniger zufrieden,unzufrieden ,"Sentiment(polarity=0.023015873015873028, subjectivity=0.07142857142857142)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Angenehm,28.01.2013,OrthopÃ¤die,"Mit der Versorgung war ich insgesamt sehr zufrieden. Bedauerlich war nur, dass auch nach einer täglichen Bitte, den Operateur sprechen zu können, niemand kam. Am Entlassungstag habe ich dann erst erfahren, dass dieser Arzt jetzt im Urlaub ist. Einige Minuten später wurde mir dann mitgeteilt, dass mich ganz jemand anderes als ursprünglich angekündigt operiert hat. Das fand ich dann schon ausgesprochen ärgerlich.2-Bett-Zimmer: großzügig, sauber, tolles Bad. Das Personal gestresst, aber trotzdem meist sehr freundlich. Essen ging so. Irgendwie kam oft was anderes, als das Bestellte. Zuwenig frisches Obst.",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,"Sentiment(polarity=-0.01666666666666667, subjectivity=0.0)",Negativ
6,friederikenstift-hannover,Friederikenstift Hannover,Sehr gute Unfallchirurgie,28.01.2013,Rheuma,"Ich habe mich auf Empfehlung eines Freundes von Wolfsburg nach Hannover verlegen lassen da man mir versicherte, dass hier in der Unfallchriurgie sehr fachspezifisch und kompetent wiederhergestellt wird.Ein komplizierter Bruch des Schultergelenkkopfes erforderte eine schnelle Entscheidung zur Verlegung nach Hannover) meinerseits, und ich war mir gleich am ersten Tag sicher in guten Händen zu sein.Meine Wünsche und Erwartungen an das Krankenhaus (BG  Unfallchrirurgishe Abteilung) wurden gleich in mehrfacher Hinsicht übertroffen: Eine Klare Kompetenzgliederung und -Teilung zwischen den Ärzten, eine sofortige erfolgreiche Operation und darüber hinaus war noch etwas ganz ganz Wichtiges in Ordnung: Das Pfegepersonal war Tag und Nacht überaus freundlich und zuvorkommend. Ich hatte nie das Gefühl den Bediensteten eine Last zu sein, immer hat man mir in der Schmerztherapie nach der OP geholfen, und auch das individuell zusammenstellbare Essen schmeckte mir, auch meinem Zimmerkollegen. Dieser hat sich ebenso respektvoll geäussert über das Ärtzeteam und das Pflegepersonal.Ich bin mit einem guten Gefühl der bestmöglichen Behandlung und  Therapie aus dem Krankenhaus gegangen, alles sehr empfehlenswert, ausser der Knochenbruch selbst.Ich wünsche dem Krankenhaus und dieser besonders guten Leitung samt Team weitere erfolgreiche Jahre!",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,zufrieden,"Sentiment(polarity=0.5571428571428572, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Diesmal war ich enttäuscht!,20.12.2012,Innere,"im sommer 2012 war ich patient im friederikenstift. neurologie.damals war ich sehr zufrieden. ich habe bemühte und engagierte ärtze und pflegpersonal kennengelernt.es wurde alles getan um die diagnose herauszufinden. ich war an ms erkrankt.jetzt im dezember hatte ich einen erneuten schub. ich erlebte die gleiche station, die ich schon im sommer kennengelernt habe, völlig anders.die ärzte hatten kaum interesse und zeit für ihre patienten, es fand nicht mal jeden tag eine visite statt. es waren sehr viele pflegefälle aus der station. die pflege war sehr schlecht besetzt und konnten der ganzen arbeit kaum herr werden. respekt an alle pflegekräfte dieser station!besonders schlimm fand ich, das man als immunsuppressierter patient einen hochinfektiösen patientient mit ins zimmer bekommen hat.von den 4 bettzimmer will ich gar nicht erst schreiben. es ist sehr anstrengend, wenn man selbst krank ist, und nur pflegefälle im zimmer hat.ich hätte mich über mehr rücksicht gefreut, und das man mir ein zimmer ohne pflegefälle angeboten hätte. das alles hat dazu beigetragen, das mich diesmal nicht wohlgefüllt habe.ich habe mich vorzeitg entlassen lassen. ich weiß nicht, ob ich beim nächsten ms schub, wieder ins friederikenstift gehen werde. aber wahrscheinlich ist woanders auch nicht besser...",weniger zufrieden,unzufrieden,unzufrieden,weniger zufrieden,sehr zufrieden,"Sentiment(polarity=-0.225, subjectivity=0.26944444444444443)",Negativ
6,friederikenstift-hannover,Friederikenstift Hannover,Zufriedener Patient,17.12.2012,OrthopÃ¤die,Vom 12.11.12-23.11.12 war ich Patient im Friederikenstift          Im Vorfeld wurde ich schon bestens Informiert.Die Operation wurde wie besprochen durchgeführt.Das Ergebnis war sehr gut.Der Klinik Aufenthalt lies keine Wünsche offen.Sehr gutes Personal freundlicher Umgang mit den Patienten.Gute Organisation.Durchschnittliche Küche.Ich kann die Klinik nur weiterempfehlen.,sehr zufrieden ,sehr zufrieden ,sehr zufrieden ,sehr zufrieden ,zufrieden,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Bitte bleiben Sie gesund,15.12.2012,Innere,"Die ärztliche Behandlung war in Ordnung, wenn es auch einige Tage gedauert hat, bis eine zielführende Diagnose gefunden war. Die Kommunikation der Ärzte untereinander und zwischen Ärzten und Pflegepersonal hat noch deutliches Entwicklungspotential.Wenn man krankheitsbedingt weitergehende Unterstützung durch Pflegekräfte benötigt, ist zumindest die Station 2 Ost nicht so die erste Wahl. Angesichts der Überlastung des Personals scheint ein nicht unerheblicher Teil der Pflegekräfte sich für einen ganz persönlichen Dienst nach Vorschrift entschieden zu haben. Dabei wird dann auch schon mal die Infusion eines anderen Patienten verabreicht. Hygiene findet überwiegend auf den Dokumentationsbögen statt (Wer schreibt, der bleibt.). Einige wenige Pflegekräfte und vor allem die Schüler waren aber wirklich prima. Die Verwaltung von Verbrauchsmaterialien funktionierte während meines Aufenthalts eher weniger.Die Qualitätsmanagement-Beauftragte ist zwar bemüht, bekommt auf Nachfragen aber anscheinend auch nur die Auskunft, dass sich alle Mitarbeiter vorbildlich verhalten haben.",weniger zufrieden,weniger zufrieden,zufrieden,unzufrieden ,weniger zufrieden,,
6,friederikenstift-hannover,Friederikenstift Hannover,Schwangerschaft,02.10.2012,Chirurgie,"Stationspersonal sehr unfreundlich und grob, Ärzte teilweise freundlich, lange Wartezeiten, teilweise schlechte Beratung und wenig Informationen, verbale persönliche Angriffe anstatt objektive Sichtweise, wenig Verständnis.",unzufrieden,weniger zufrieden,weniger zufrieden,weniger zufrieden,zufrieden,"Sentiment(polarity=-0.2833333333333333, subjectivity=0.3333333333333333)",Negativ
6,friederikenstift-hannover,Friederikenstift Hannover,Saftladen,04.08.2012,Chirurgie,"Aufgrund eines großen Bandscheibenvorfalls wurde ich im Friederikenstift Hannover operiert.Die OP an sich verlief gut. In der Nacht nach der OP erwachte ich mit wahnsinnig starken Kopfschmerzen, musste Erbrechen und litt unter Schüttelfrost. Die Schwestern hingen mir eine Infusion an und ich musste die Nacht irgendwie überstehen.Am nächsten Tag kam der Prof. zur Visite, blieb am unteren Bettrand stehen und meinte in einem unverschämten Tonfall, dass ich nun noch länger liegen bleiben müsse. 1-2 Tage hieß es.Scheinbar wurde bei der OP ein Nerv verletzt, wodurch Nervenwasser ausgetreten ist und sich nun regenerieren muss. Bei den 1-2 Tagen ist es allerdings nicht geblieben. Ich solle weiterhin liegen bleiben. Bis heute kann mit allerdings niemand sagen, wie lange ich hier noch liegen muss.Eine ehrliche und aufrichtige Antwort erhält man hier nicht. Der Prof. ist unverschämt und überheblich, obwohl nun er an meiner Situation schuld ist.",unzufrieden,weniger zufrieden,unzufrieden,zufrieden,zufrieden,"Sentiment(polarity=-0.16041666666666665, subjectivity=0.0)",Negativ
6,friederikenstift-hannover,Friederikenstift Hannover,lange wartezeit,23.06.2012,Chirurgie,Nach einem Arbeitsunfall erhielt ich am 8.6 2012 eine überweisung in die Bg Sprechstunde dieses hauses.noch am selben Tag rief ich dort an dann schock erst am 21.6 2012 termin. Diesen Natürlich wahrgenommen dann der zweite schock OP termin am 2.8. 2012 ich find diese Zeitabstände ziemlich groß. Schon an tel.frage zum unfallhergang ist ja ok als herrauskam das schon mal an der schulter operiert würde erfuhr ich von der dame am anderen ende der leitung ablehnung ob dies tatsächlich ein Bg fall ist . Es geht ja nur um eine Ruptur einer Sehne in der Schulter. Ob diese langen wartezeiten den weitern heilungsverlauf begünstigen wag ich zu bezweifeln .meines wissens sind BG fälle innerhalb von 10 tagen nach überweisung anzusehen. wie es weiter geht weis ich nicht vieleicht ein brief an die zuständige Berufsgenossenschaft . einen ambulanten termin zur schulter OP bekomm ich wesentlich eher .,weniger zufrieden,weniger zufrieden,weniger zufrieden,zufrieden,sehr zufrieden,"Sentiment(polarity=0.04999999999999999, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Empfehlenswert: Urologische Klinik des Friederikenstifts Hannover,19.06.2012,OrthopÃ¤die,Neben der hervorragenden Arbeit der Ärzte und der Pflegekräfte hat mich die besondere Freundlichkeit des gesamten Personals positiv überrascht und beeindruckt. Auch waren alle jederzeit ansprechbar und nahmen sich auch ausreichende Zeit meinen Belangen bzw. Fragen nachzukommen. Neben der medizinischen Betreuung fand während des Krankenhausaufenthalts auch eine physiotherapeutische sowie eine psychoonkoligische Betreuung statt.,sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,zufrieden,"Sentiment(polarity=0.37777777777777777, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Kälte und Inkompetenz,02.06.2012,OrthopÃ¤die,"- Arzt inkompetent und desinteressiert an medizinischer Behandlung- Pneumopunktion trotz ärztlicher Anweisung nicht erfolgt (später wurden in einer anderen Klinik 2,5 Liter Wasser aus Lunge abgepumpt)- Schwestern muffig - kein Entlassungsgespräch trotz neuer Medikation (keiner kannte Dosierung)- fehlende Hyiene (kein Wäschewechsel innerhalb einer Woche, kein Duschen oder Waschen trotz Inkontinenz)",unzufrieden ,unzufrieden ,unzufrieden ,unzufrieden ,zufrieden ,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
6,friederikenstift-hannover,Friederikenstift Hannover,ZWEIMAL ERFOLGREICHE SCHULTER OP,18.05.2012,Rheuma,"Ich bin 2010 und 2012 im Friederikenstift an den Schultern - erst links dann rechts - operiert worden. Beide Operationen sind sehr gut gelaufen. Insbesonders gut hat mir die Schmerztherapie - über einen direkten Katheder in die Schulter - gefallen. Die Betreuung des Teams diesbezüglich war 1A mit ""Sternchen"".",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,"Sentiment(polarity=0.425, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Kreißsaal top - Wöchnerinstation flop,12.04.2012,OrthopÃ¤die,"Ich hatte im März mein Baby geboren. Sowohl die Hebammen als auch die Ärztin, die ich im Kreißsaal kennenlernen durfte, waren wunderbar! Durchaus kompetent, einfühlsam und geduldig. Es wurde eine absolute Wohlfühlatmosphäre geschaffen!Enttäuscht war ich jedoch von der Wochenbettstation. Es fand keine ausführliche Beratung und Anleitung zum Thema Stillen statt. Ich wusste nicht, wie ich mein Baby anlegen sollte, wie oft es trinken sollte etc. Als ich klingelte, wurde es mir lediglich angelegt und damit schien die Sache für die Schwestern erledigt. Auch achtete man nicht darauf, wie viel mein Baby an Gewicht verliert. Als bei der U2 Untersuchung festgestellt wurde, dass es mehr als 10% an Gewicht verloren hatte, wurde mir gesagt, dass ich unbedingt zufüttern und abpumpen müsse. Mit dieser knappen Information wurden wir dann nach Hause entlassen, sodass ich nicht wusste, was ich jetzt machen soll. Das eine Gewichtsabnahme in den ersten Tagen nach der Geburt jedoch vollkommen normal sei und das sich das Gewicht dann durch den Milcheinschuss wieder reguliert, wurde mir nicht mitgeteilt. Zudem hat sich lediglich eine der Schwestern bei mir vorgestellt. Ich wusste nicht, wer für mich und mein Baby zuständig war und man hat kaum eine der Schwestern gesehen. Ich hatte außerdem eine hochgradie Anämie, doch auf die Idee regelmäßig Blutdruck zu messen, ist keiner gekommen. Die Zimmer waren ok und durchaus sauber, Pflegematerialen wurden jedoch nicht aufgefüllt. Alles in allem kann ich den Kreißsaal in den höchsten Tönen loben und würde jederzeit wieder mein Kind dort gebären wollen. Für das nächste mal weiß ich allerdings, dass ich ambulant nach Hause gehen werde und mich in die Hände meiner Nachsorgehebamme begeben werde. Denn von ihr erhalte ich wenigstens die nötigen Informationen!!",weniger zufrieden,unzufrieden,zufrieden,zufrieden,zufrieden,"Sentiment(polarity=0.14444444444444446, subjectivity=0.10185185185185185)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Klein aber fein!,29.02.2012,Chirurgie,"Ich kann als Patient nur Gutes berichten. Ich habe im Februar 2012 auf der Station 2 Septische Chirugie in der Marienstr. gelegen. Ich wohne 240 km entfernt, aber diese lange Fahrt hat sich gelohnt! Mein Dank gilt Allen Mitarbeitern , Schwestern, Reinigungspersonal und vor allem Dr. Bissping und Dr. Grimmas und dem OP Team.Kompetente Behandlung, konsequentes Handeln haben meine Wundheilungsstörung in den Griff bekommen. Die Hygiene ist wirklich gut. Essen war gut. Ich kann das Haus nur empfehlen und würde mich dort wieder behandeln lassen.J.Willering  48529 Nordhorn",sehr zufrieden,sehr zufrieden,sehr zufrieden,zufrieden,sehr zufrieden,"Sentiment(polarity=0.375, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Überwiegend gut,14.02.2012,OrthopÃ¤die,"Meine Frau wurde dort von den Neurochirurgen operiert (Belegärzte). Ihr Zustand ist nach einem schweren Verkehrsunfall 2005 mit hilflos gut beschrieben. Sie kann weder reden noch sonst etwas â bekommt aber sehr viel mit. Die Ärzte waren sehr fürsorglich und behandelten sie nicht als lebende Tote. Gut war, dass ich im Zimmer meiner Frau schlafen konnte und so die Pflege allein machen konnte. Das Pflegepersonal war auch sehr freundlich â aber wie so oft überfordert. So wurden Dinge um die mich gern drücke, wie z.B. Spritzen verabreichen, einfach vergessen â trotz mehrfacher Erinnerung. Gut war jedoch, dass immer wenn ich gerufen habe jemand da war, um mit Hand an zu legen â man hat es auch vermieden mir Vorschriften im Bezug auf die Pflege meiner Frau zu machen. Dies ist bei Menschen in unserer Situation wichtig, denn nur als zu oft geraten wir an âFachleuteâ die über ein fundiertes Allgemeinwissen verfügen aber leider vergessen, dass wir pflegenden Angehörigen im Bezug auf unsere Betroffenen die Spezialisten sind. Gerne nehmen wir einen Rat an, lassen uns aber ungern dazwischen fummeln. Alles im allen waren wir mit dem kurzen Aufenthalt dort zufrieden. Die Organisation im Haus im Bezug auf die Aufnahme ist auch Verbesserungswürdig, wobei sehr gut empfand ich, dass ein paar nette ältere Damen uns gleich am Eingang abgefangen haben und den Weg zeigten â sonst wär ich da echt verloren gewesen. Als nicht sehr schön empfand ich, dass die Aufnahmegespräche der anderen Patienten auf dem Flur der Station stattfanden. Ich könnte jetzt von so mancher Krankengeschichte berichten â von der ich eigentlich gar nichts wissen will. Unser Zimmer hätte etwas größer sein können und das man von schwerbehinderten Patienten Parkgebühren verlangt finde ich einfach nur frech.",zufrieden ,zufrieden ,zufrieden ,weniger zufrieden ,zufrieden,"Sentiment(polarity=0.3088888888888889, subjectivity=0.12000000000000001)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Kann ich empfehlen!,07.02.2012,GefÃ¤Ãchirurgie,"Ich war von Mittwoch bis Freitag in der Klinik für eine Lumbalpunktion auf der Station 4Ost. Ich hatte ein 2-Bett-Zimmer, welches sehr sauber war. Die Aufnahme erfolgt im EG in einer gesonderten Abteilung. Da wurde man mit Kopfhörern für den Fernseher und mit Infos ausgestattet. Dann in die Station. Die Schwesternschülerin hat dann alles erklärt und noch ein Formular abgefragt.Alle waren sehr sehr nett! Die Schwesternschülerinnen haben sich mit Vornamen und Handschlag vorgestellt.Das Essen konnte ich mir täglich aussuchen, auch die Menge. Die Qualität des Essens war halt normal für eine große Kantinenküche.Die diversen Untersuchungen wurden alle erklärt und Fragen wurden jederzeit von der Assistenzärztin beantwortet.Ich hatte niemals das Gefühl ein Störenfried zu sein. Jeder war sehr nett und um einen bemüht.Neben mir lag eine sehr alte Dame, die ein Pflegefall war. Es wurde sich Tag und Nacht sehr um sie gekümmert! Ich glaube die hatte es dort besser als im Pflegeheim. Fazit: Würde jederzeit wieder in den Friederikenstift gehen, obwohl ich wirklich Angst vor Krankenhäusern habe!",sehr zufrieden,zufrieden,zufrieden ,sehr zufrieden ,sehr zufrieden ,"Sentiment(polarity=0.3666666666666667, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Weihnachten im Friederikenstift,28.12.2011,Innere,"Ich war über Weihnachten wegen einer Rücken-OP, LWS,  in der Klinik. Fachärztlich wurde ich von den Neurochirugen der Praxis an der Esplanade betreut. Beratung zur OP in der Praxis, zur Anästhäsie in der Klinik. Alle vom Pflegepersonal bis zum Arzt sehr nett, kompetent und ein tolles Team. Kurze Aufwachzeit nach der OP, Abends um 10 Uhr durfte ich wieder Essen, es gab für mich noch Schnittchen, Wow.Aufmerksamkeiten des Krankenhauses am Heiligabend mit Andacht und Weihnachtslieder singen auf dem Flur vor einem geschmückten Weihnachtsbaum. Hat einen wirklich wieder aufgebaut. Bin seit gestern wieder zuhause. Ich kann die Neurochirurgie nur empfehlen. Essen war Top, könnte zwar wärmer sein, aber vom Geschmack her gut. Zimmer und Bad in Ordnung, Neu und sauber.",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,zufrieden,"Sentiment(polarity=0.4, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Station 1 Nord,03.12.2011,OrthopÃ¤die,"Ich wurde 2010/2011 insgesamt drei Mal am Innenknöchel operiert. Metalleinsatz in 2010, fünf Tage auf der Station 1 Nord. Die Behandlung war gut, ich fühlte mich sehr gut aufgehoben. Dank verschiedener Aufenthaltsbereiche im Haus hatte ich Abwechslung und die CafÃ©teria ist sehr gemütlich.2011 ambulante Metallentfernung. Die Betreung war super! Nach der Narkose war ich fit wie noch nie nach einer OP. Der Ablauf bzw. die Vorbereitung auf diese OP war gut, Wartezeiten waren angemessen. Zwei Wochen nach dieser ambulanten OP erneut OP wegen Wunddehiszenz. ""Unfreiwillig"" vier Tage wieder auf Station 1 Nord. Die Betreuung war super, sehr nettes Personal von der Putzfrau bis zur Schwester. Die haben sich sehr bemüht, insbesondere nach meiner Zimmerverlegung in ein Zimmer, wo es auch einigermaßen passt und ich mich wohl gefühlt habe. Leider habe ich sehr viele Ärzte in den paar Tagen zu Gesicht bekommen, so dass ich teils hinter den Informationen herlaufen musste. Irgendwie schien sich keiner für die Beratung verantwortlich zu fühlen. Das war nervig. Zudem ist es nicht so einfach, auf der Station überhaupt einen Arzt zu greifen, wenn man noch offene Fragen hat. Das Essen ist für Krankenhausverhältnisse in Ordnung. Meine Erfahrungen waren insgesamt positiv und ich würde jederzeit wieder dort in Behandlung gehen.",zufrieden,weniger zufrieden,sehr zufrieden,zufrieden,zufrieden,"Sentiment(polarity=0.07941176470588236, subjectivity=0.08235294117647059)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,absolut zufrieden,01.10.2011,Chirurgie,"Absolut zufrieden mit dem Team , von dem ich am 30.09.2011 um 13.00 ambulant operiert wurde. Die Krankenschwester waren auch sehr gut. Danke!",sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,sehr zufrieden,"Sentiment(polarity=0.5666666666666667, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Schultereckgelenkssprengung Tossy 3-Rockford III,20.09.2011,OrthopÃ¤die,"Tossy III bzw. Rockford III-IV Beschädigten2006/2007 OP mit Reha , LKW Unfall,ich möchte nur meinen Eindruck vom verlauf einbringen , LKW Unfall 2006  ,altes KKH Dusche im Fluhr ,5 Man Zimmer .nach einem Aufenthalt von 4 Wochen  im MHH Hannover 2 Bettzimmer zum Friederikenstift zur 1 OP ( 10 Tage )einer  laut Vorgespräch mit dem Operateur eine feste harken platte), haben sich wehrend der OP anders entschieden eine  Zuggurtung einzubauen, was mich verdutzte , habe dann gemerkt das ich einen hukkel in der Schulter hatte , und bei einen ausrutsche habe ich die Zuggurtung wieder ausgerissen und hatte gleich eine Not 2 OP( 2 Wochen ) mit einer Harkenplatte vom Chef Arzt (3 Bettzimmer) die nach 3 Monaten wieder raus genommen werden musste , ambulant OP 3.OP 4 . Reinigung der Wunde ( Knochensplitter und verwachsungen wurden beseitigt ) 11 Tage Aufenthalt 2 Bettzimmer BG Zimmer .Laut Arzt könne ich soweit wieder alles außer = Schlag und Schießsportarten machen, als ich 2 Wochen später morgens aufwachte war meine Schulter wieder so wie vor der OP kaputt,Reha Hachmühlen Bad Münder .Reha 1 ,Reha 2 , KG weiterhin Verschlechterung Beweglichkeit kraft Ausdauer , (Bewegung ) Schmerzhaft , Stechend , ich Arbeite seit 2008 wieder als Kraftfahrer was sich jetzt als Fehler raus gestellt hat weil der Arbeitgeber keine Rücksicht darauf nimmt . Meine letzte Reha war für mich nicht gut ( schmerzhaft , Mehr Medika. was ich eigentlich vermeiden wollte . Habe dazu noch Brustschmerzen und Rücken schmerzen Muskelschmerzen im Rücken , von 1bis 10  7-8 auf der Skala .vielleicht sollte ich noch eine Schmerz -Therapie machen , ich hatte  Tramal, IBU, Telidin, Katadolon ,Targin, Musaril, Lyrica und noch so ein Paar andere ...... so jetzt kann man sehen was es ausmacht ....",weniger zufrieden ,weniger zufrieden ,weniger zufrieden ,weniger zufrieden ,sehr zufrieden,"Sentiment(polarity=-0.4, subjectivity=0.2)",Negativ
6,friederikenstift-hannover,Friederikenstift Hannover,Positiver Gesamteindruck!,06.09.2011,OrthopÃ¤die,"Sehr gute Fachkompetenz, Personal sehr hilfsbereit und freundlich.Unterbringung in hellen, freundlichen Zimmern, Essen mäßig.",sehr zufrieden,sehr zufrieden,zufrieden,zufrieden,zufrieden ,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
6,friederikenstift-hannover,Friederikenstift Hannover,Positiver Aufenthalt auf gyn.Abteilung,31.07.2011,Chirurgie,"Ich war für 3 Tage auf der gynäkologischen Abteilung des Krankenhauses.Es wurde sich sehr gut um mich gekümmert,alle wichtigen Untersuchungen unternommen.In der Zeit meines Aufenthaltes fühlte ich mich sehr kompetent beraten und behandelt.Man hat mich als einen Menschen und nicht als irgendeine Nummer wahrgenommen.Die Schwestern waren immer freundlich,auch wenn es stressige Situationen gab.",zufrieden,sehr zufrieden,sehr zufrieden,zufrieden,zufrieden ,"Sentiment(polarity=0.8800000000000001, subjectivity=0.0)",Positiv
