K_ID,Name_der_Klinik,Sternbewertung,Datum_der_Bewertung,Likes,Textuelle_Bewertung,Unnamed: 6,sentiment,sentimentBewertung
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 5 Monaten,4,"Ich war fünf Tage auf Station 2B und habe mich in diesem Krankenhaus perfekt aufgehoben gefühlt. Freundlichkeit von der Aufnahme bis zur Entlassung. Essen hat gut geschmeckt. Die Räumlichkeiten habe ich als sauber empfunden. Die medizinischen Untersuchungen wurden mir von den Ärzten in der Notaufnahme und von den behandelnden Oberärzten verständlich erklärt. Der Hammer ist aber das Pflegepersonal. In der heutigen Zeit fast unglaublich, dass so viel freundliches Personal in einem Unternehmen arbeitet. Liebes Pflegepersonal der 2B, Ihr seid die Besten! D A N K E!
Ich kann nur hoffen, dass Ihre Krankenhausleitung Ihre Arbeit, Ihre Freundlichkeit zu schätzen weiß. Für mich das Aushängeschild des Krankenhauses. Großes Kompliment.",,"Sentiment(polarity=0.46249999999999997, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 3 Wochen,1,"Ich möchte mich hiermit ganz, ganz herzlich beim Team des Clementinenhauses bedanken ! Ich bin wirklich sehr, sehr begeistert und ausgesprochen positiv angetan. Ich war dort für 5 Tage und habe sowohl auf der 4 als auch auf der 1C und der Corona Station gelegen. Ich hätte nicht gedacht, dass es soll ein Krankenhaus überhaupt noch gibt ! Ein super engagiertes, motiviertes, positives, herzliches und fröhliches Team mit Ärzten, die sich Zeit genommen und erklärt haben und wo man sich verstanden und gut aufgehoben fühlen mußte. Ja, privat versichert und daher besonders schöne Zimmer und Komfort und diverese Annehmlichkeiten. Meine Hochachtung und Dank gilt allen Mitarbeitern des Hauses wobei ich besonders die Corona-Station erwähnen möchte. Top-Top Leistung,  Hut ab ! Ich könnte es nicht. Diese Menschen, die ihr eigenes Leben aufs Spiel setzen, um anderen Menschen zu retten.
Ich bin dankbar, dass es noch solche Krankenhäuser in unmittelbarer Nähe gibt. Herzlichen Dank für diese ""gute"" Zeit !",,"Sentiment(polarity=0.5750000000000001, subjectivity=0.06666666666666667)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 4 Monaten,1,"TOP TOP TOP⭐⭐⭐⭐⭐
Ich war jetzt 2 Tage auf der Station 2b und ich kann nur positives sagen. Super Ärzte,super Schwestern alle arbeiten auf einer sehr menschlichen Basis und nehmen sich sehr viel zeit. Freundlichkeit steht ganz ☝
Essen war auch super,selbst da wird auf die Patienten eingegangen.Und über die Sauberkeit gibt es auch nichts schlechtes Zusagen,top Zimmer ohne Mängel oder ähnliches. Sollte ich nochmal ein Krankenhaus besuchen müssen, dann nur noch das!Danke nochmal an das ganze Team,macht weiter so ihr seid spitze",,"Sentiment(polarity=0.45, subjectivity=0.125)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 4 Sterne ,vor 5 Monaten,1,"Ich lag schon zwei mal kurz hintereinander im Clementinenhaus, beide Male kümmerte man sich gut um mich .Personal, auch das männliche pflege Personal, freundlich immer nett und hilfsbereit ,sowohl in der Notaufnahme, als auch auf den Stationen  1A und 3A .Die Ärzte nett und nehmen sich Zeit .Man kann das KH weiter empfehlen.",,,
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Monat,0,"Ein herzliches Dankeschön an das komplette Team des Clementinenhaus.
Es war der positive Wahnsinn!!!
Von ...
Der Anmeldung bzw dem Empfang über das Narkosegespräch zum Covid Test danach Aufnahme.... Operation.... Nachbehandlung....
Wow....
So viel Freundlichkeit!!!!
Sehr kompetente Beratung durch Ärzte und das Pflegepersonal!!!
Ich war vom 02.02.2021 bis zum 06.02.2021 auf Station 2 a.
Fühlte mich stets gut umsorgt.
Und ausschlaggebend für das Wohlfühlen war sicherlich das Pflegepersonal.. Immer freundlich... gerne mit einem Späßchen unterwegs.
Dankeschön.
Beim Essen fehlte mir lediglich ein wenig frisches Gemüse als Rohkost.
Also rundherum sehr zu empfehlen!!!",,"Sentiment(polarity=0.42857142857142855, subjectivity=0.14285714285714285)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 3 Wochen,0,"Nach einer Ablation im Clementinenhaus kann ich ebenfalls nur Gutes berichten.
Das Herzkatheter Team, um Professor Klein,  hat mir mit routinierter Kompetenz und Freundlichkeit die Angst genommen und entsprechend problemlos verlief dann auch der Eingriff.
Danach war ich noch 48 Stunden auf Station und auch dort habe ich nur freundliche und kompetente Ärzte, Schwestern und Pfleger angetroffen, die auch die Menschlichkeit nicht vergessen haben.
Die Zimmer sind hell und sauber, es gibt Patienten WLan und auch das Essen ist, für Krankenhaus Verhältnisse, sehr gut. Der Essenservice, die sogenannten Hostessen, fragen immer wieder nach Wünschen und die Menüs lassen sich auch individualisieren.
Niemand ist gerne im Krankenhaus, aber wenn es schon sein muss, sollte es genauso ablaufen.
Vielen Dank an die Herzkatheter Unit und das Team der Station 1C.",,,
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 6 Monaten,0,"Hier war ich von Anfang an gut aufgehoben.  Die Aufklärung zur OP,, die Aufnahme, die Operation und die Nachversorgung war spitzenmäßig. Supernettes Personal, bestmögliche Versorgung und die Betreuung lässt nichts zu Wünschen übrig. Vor allem die Aufklärung über den OP-Verlauf war aussagekräftig und für den Laien verständlich durchgeführt. Ich hoffe zwar nicht auf einen nochmaligen Krankenhausaufenthalt, aber wenn doch, dann nehme ich gerne die Entfernung in Kauf. Weiter so,  liebes Team. Meine Hochachtung",,"Sentiment(polarity=0.5285714285714286, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 2 Monaten,4,Mein Papa ist heute morgen  auf der ITS gestorben 😥 ich durfte trotz Covid mich von ihm verabschieden 😔. Vielen lieben Dank an das tolle Personal..... Danke 😔😘,,"Sentiment(polarity=0.3333333333333333, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 6 Monaten,6,"OP große Bauchhernie
Absolute Top-Klinik! Hervorragende freundliche Betreuung von der Aufnahmen bis zur Entlassung. Sehr kompetente Ärzte und sehr nette Schwestern und Pfleger auf der Ebene 1a. Mein besonderer Dank geht an Oberarzt Dr. Mainik der mich sehr gut beraten und operiert hat. Diese Klinik kann man nur weiterempfehlen. Danke! Kerstin Lehmann",,"Sentiment(polarity=0.5285714285714286, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 5 Monaten,1,"Sehr nett, sympathisch und kompetentes Team.
Atmosphere ist sehr gemütlich. Nach schlechten Erfahrungen in 2 großen Krankenhäuser habe ich endlich ein echtes Krankenhaus, das um die Patinnen kümmern.",,"Sentiment(polarity=0.7833333333333333, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 6 Monaten,2,"Ich liege jetzt zum zweiten Mal in der Klinik und ich bin begeistert von der Freundlichkeit des Pflegepersonals. Immer hilfsbereit, auch in Cornazeiten. Immer auch mal für einen „Spaß“ zu haben. Liebes Pflegepersonal der Abteilung 2a, macht weiter so.",,"Sentiment(polarity=0.75, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 4 Sterne ,vor 2 Monaten,1,"...sehr nett,mann kümmert sich liebevoll um die Patienten...",,"Sentiment(polarity=0.9, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 6 Monaten,1,"Guten Tag. Ich wurde am Dienstag operiert. Hab einen Hallux valgus gehabt. Und ich muss sagen das man hier gut aufgehoben ist.
Alle super nett.",,"Sentiment(polarity=0.6, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 5 Monaten,1,"Ein Hoch auf die Ärzte, Schwestern und Mitarbeiter des Clementinenhauses. Das war eine ganz ausgezeichnete Leistung. 2 sehr angenehme Tage auf Ebene 2a / Z6 bei bester Pflege und tollem Essen. Mehr kann man wirklich nicht verlangen.... Ok, vielleicht morgens 'n Kaffee ans Bett ;-)",,"Sentiment(polarity=0.6125, subjectivity=0.125)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 6 Monaten,3,"Super pflege personal und ärzte in der notaufnahme sehr nett und hilfsbereit und immer sehr freundlich.
Davon können sich manche eine scheibe abschneiden.

Super krankenhaus daumen hoch",,"Sentiment(polarity=0.5666666666666667, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 4 Sterne ,vor 7 Monaten,6,"Ich war zum MRT hier, alles ging zügig, die Mitarbeiter waren freundlich und hilfsbereit trotz vieler Patienten. Es ist nur richtig schwierig, einen Parkplatz zu finden. Dafür kann das Krankenhaus ja eigentlich nichts, es ist halt die Lage mitten in der Stadt. An der Leistung des Krankenhauses hatte ich nichts auszusetzen 🙂.",,"Sentiment(polarity=-0.008333333333333331, subjectivity=0.08333333333333333)",Negativ
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 5 Monaten,1,"Super Krankenhaus, von der Voruntersuchung bis zur Entlassung alles Top. Stadion 1C Personal sehr freundlich.",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 6 Monaten,5,"Super krankenhaus😊 in der notaufnahme freundlich ohne ende hilfsbereit .
Super das Pflegepersonal und Ärzte in der Notaufnahme.
Danke nochmal",,"Sentiment(polarity=0.4166666666666667, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 4 Monaten,2,Ein super Krankenhaus sehr nettes Personal OP gut verlaufen alles bestens,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 6 Monaten,4,"Selten so ein tolles Krankenhaus gesehen !!!
Vom Empfangsdienst bis hin zum Oberarzt sind alle freundlich und nett.
Hier wird man noch als Mensch behandelt.",,"Sentiment(polarity=0.6666666666666666, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 5 Monaten,2,"Ich habe heute morgen einen Leistenbruch OP gehabt und bin seit der ersten Kontaktaufnahme bis zur Entlassung am selben Tag voll begeistert. Vom Krankenschwestern bis zum Chirurgen etc. alle super nett, freundlich, sympathisch und hilfsbereit. Man kann sogar sagen, dass ich an diesem Tag Spaß hatte. Bin voll zu Frieden. Dankeschön an alle.

Mit freundlichen Grüßen

Kuscu 😗",,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 7 Monaten,5,"Sehr gutes Krankenhaus sehr nettes Personal zuvorkommend jeden Wunsch erfüllen, habe ihr eine Knie Teilprothese erhalten und bin sehr zufrieden. Essen ist sehr gut und alle sehr einfühlsam",,"Sentiment(polarity=0.925, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 9 Monaten,3,"Ich war dort um meine Gallenblase entfernen zu lassen. Ich habe mich so gut aufgehoben gefühlt,  alle Schwestern und Pfleger waren so einfühlsam und richtig freundlich. Ich hatte Angst vor der OP,  da waren sie auch sehr professionell und haben mir auch was gegen die Angst gegeben. Hinzu kommt,  dass das Krankenhaus mit Abstand das sauberste ist was ich je gesehen habe. Das Essen ist richtig lecker.  Ich kann jedem nur dieses Krankenhaus empfehlen!",,"Sentiment(polarity=0.3833333333333333, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 8 Monaten,1,Ich bin hier sehr gut aufgenommen worden und hatte vollstes Vertrauen zu den Ärzten.,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 3 Monaten,0,"Kompetente Hilfe, zügige Behandlung, kurze Wartezeiten, freundliches, aufmerksamens Personal.",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,3,"Ich bin begeistert von diesem Krankenhaus! Ein sehr guter Service wird hier geboten, von dem Arzt bis zur Krankenschwester. Sollte ich noch mal ins Krankenhaus müssen, gehe ich direkt in dieses!

+ sehr kompetente Ärzte.
+ sehr gute Schwesternschaft.
+ sehr gute Hygiene.
+ TV und Internet umsonst.",,"Sentiment(polarity=0.8142857142857143, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 8 Monaten,2,Sehr nette Betreuung auf allen Ebenen. Trotz Corona habe ich mich aufgehoben gefühlt! Danke für diese Erfahrung!,,"Sentiment(polarity=0.3333333333333333, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,6,"Perfekter kann eine Op-Vorbereitung, Krankenhausaufenthalt und Nachsorge nicht organisiert sein. Das DRK- Krankenhaus Clementinenhaus sollte Vorbild für alle anderen Häuser sein. Wir sind dankbar und wirklich begeistert- empfehlen und berichten Freunden und Bekannten davon. Weitermachen! :-) und herzliche Dank!",,"Sentiment(polarity=0.4, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,2,"Entfernung der Gallenblase ist vom ersten Narkosegespräch, über die Aufnahme, bis hin zur Entlassung alles perfekt gelaufen. Hier ist man nicht nur eine Nummer, sondern ein Mensch dem geholfen wird.
Das Team um Dr. Kuthe auf der Station 1 C hat alles erdenklich getan, um den Aufenthalt so angenehm wie möglich zu gestalten. Die Betreuung und Ärztlich Versorgung waren zu jeder Zeit auf höchsten Niveau.
Weiterempfehlung auf jeden Fall mit 5 Sternen.",,"Sentiment(polarity=0.4, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,3,"Die Angestellten sind sehr freundlich und hilfsbereit. Mein Aufenthalt wurde mir sehr angenehm gestaltet, selbst auf der Intensivstation.
Sollte ich jemals wieder ein Krankenhaus benötigen, dann immer wieder das ""Clemi"".",,"Sentiment(polarity=0.6666666666666666, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 4 Sterne ,vor 3 Monaten,0,Kann ich nur empfehlen,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 1 Stern ,vor einem Jahr,2,"Als erster melde ich mich bei Notfallstation mit zerrissene Bauchnabel. Muss trotzdem 7 Stunden warten? Es gibt nur 2 Patienten neben mir, also ist nicht voll.
Ich glaube die Ärzte sind noch in Uni, wenn das Studium abgeschlossen haben, werden die mich dann behandeln. Also noch paar Jahre warte ich hier bestimmt. Sagt mir Hallo bitte wenn ihr vorbei kommt. Muss mich noch bei Bürgeramt ummelden, ich wohne jetzt hier im Krankenhaus. Abi habe ich auch, vielleicht kann ich Jobben bis zur Behandlung. Bis dahin ihr meinder Bauchnabel auch heile.",,"Sentiment(polarity=0.1111111111111111, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 1 Stern ,vor einem Jahr,1,Nicht zu empfehlen!! Wirklich unmöglich schicken einen einfach weg!! Man wird noch nicht einmal untersucht das äußere Erscheinungsbild zählt wohl nur!! Sehr traurig!!,,"Sentiment(polarity=0.17, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,0,Sehr gute Betreuung durch das Pflegepersonal und die Ärzte. Gute  Zimmer und Geräteausstattung. Sehr zu empfehlen.,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 1 Stern ,vor einem Jahr,1,"Eigentlich super und immer hilfsbereit
Leider das erste mal komplett enttäuscht
Seit 2 Wochen totale Magen Schmerzen krämpfe etc. Schon soweit das es mich schon vom Stuhl haut...schmerzmittel bekommen und mit dem Worten das nichts für uns, es gibt noch andere Patienten die wichtiger sind...DANKE seitdem liege ich Zuhause das ganze Wochenende mit Schmerzen....danke für nichts...Röntgen oder ein Ultraschall machen ? Ne wieso auch Patient hat Schmerzen aber das Blutbild sei ja ok .... was es bei 2 Punkten auch nicht war sondern sehr erhöht....",,"Sentiment(polarity=0.4666666666666666, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 1 Stern ,vor einem Jahr,1,"Total unfreundliches Krankenhaus es wird auf die Rezension geantwortet, mit man solle auf die zu kommen angeblichen noch einmal für ein nachträgliches Gespräch was alles nur Show ist für die Öffentlichkeit,damit Sie zeigen das Sie angeblich Intressiert sind.",,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
8,DRK-Krankenhaus Clementinenhaus, 4 Sterne ,vor 2 Jahren,2,"Ich war im Januar in dem Guten Haus !Also ich kann nur gutes Berichten,sehr nette Schwestern,lesen einen jeden Wunsch von den Augen ab !Zimmer,Bett ,Operation,einfach alles hat gepasst.Dieses Haus mit allem was da zu gehört - einfach große Klasse ,komme sehr gerne wieder",,"Sentiment(polarity=0.9, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 1 Stern ,vor einem Jahr,1,"Das schlechteste Krankenhaus was ich je besucht habe, nicht zu empfehlen wenn man nicht weg geschickt werden möchte sollte man da NICHT hin fahren.",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,3,"Sehr sehr gute Erfahrung gemacht v.der Aufnahme..OP. ..Betreung.Die Ärzte sehr kompetent hören zu und beraten.Meine Hüftop mit sehr viel Panik....die Schwestern Auszubildende alle sich um jeden gekümmert...unterstützt....Intensivstation genauso gut.👍👍👍

👍👍",,"Sentiment(polarity=0.8, subjectivity=0.125)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,2,"Ich bin zum 2. mal in diesem Krankenhaus. Zu meiner im nächsten Jahr anstehenden Knie Op TEP bin ich wieder da. Durchweg freundliches Personal. Jeder Mitarbeiter hat ein offenes Ohr und es gibt selbst von Mitarbeitern im Fahrstuhl beste Genesungwünsche. Klar man freut sich bestimmt nicht in ein Krankenhaus zu gehen, aber hier wird einem der Aufenthalt echt verschönt! Ihr seid ein tolles Team!

Vielen Dank für die Betreuung.",,"Sentiment(polarity=0.5285714285714286, subjectivity=0.14285714285714285)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,0,Tolles Krankenhaus.  Sehr gepflegt. Ärzte wirklich Top. Personal super freundlich und sehr hilfsbereit.,,"Sentiment(polarity=0.925, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 1 Stern ,vor einem Jahr,4,Nie wieder. Haben mich mit mit akutem Magengeschwür weg geschickt ohne mich überhaupt richtig zu untersuchen.,,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,1,"Tolle Klinik... kann ich nur weiterempfehlen!!!
Vielen Dank an alle Berufsgruppen im Clemi, welche vor, während und nach meiner OP freundlich, wertschätzend und vor allem professionell für mich da waren!
Das Schmerzmanagement war hervorragend!
OP Ergebnis Top!
Besonders danke ich Dr. Hillmann und dem Team der Station 2a :-)",,"Sentiment(polarity=0.7, subjectivity=0.1)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 2 Sterne ,vor einem Jahr,1,"Heute um 16uhr 30 mit meiner Frau im Krankenhaus gewesen nach 2 Stunden warten
Kamm Sie dann dran ist ja auch nicht schlimm die warte Zeit war ja inordnung aber dann sagte der Arzt zu ihr die Knie schmerzen würden vom Übergewicht kommen da sie aber nicht sehr doll übergewichtig ist und sie grade dabei ist schon etwas dran zutn und sie eine schilldrüsen unterfunkion hat und ihn das nicht interessiert hat einfach nur meinte man solle sich über ein Eingriff gedanken machen
Sehr sehr unfreundlich und für mich erlich gesagt kein fachmeniger Arzt

Kein röntgen befand er für unnötig da ihn nur das Gewicht interessiert hat..",,"Sentiment(polarity=-0.14285714285714285, subjectivity=0.0)",Negativ
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,1,"Sehr gute Erfahrungen habe ich bei 2 Aufenthalten gemacht. Ich wurde sofort behandelt, weil das in einer Notsituation bei mir erforderlich wurde.",,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 1 Stern ,vor 2 Monaten,2,"Notaufnahme-Reinste Katastrophe !
Seit Jahren nichts geändert. Wartezeiten bis fünf Stunden.",,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,1,"Absolute Top-Klinik! Hervorragende, freundliche Betreuung von A-Z! Ein Beispiel dafür, dass es in Deutschland doch noch Krankenhäuser mit gutem Management und motivierten Mitarbeitern gibt!!",,"Sentiment(polarity=0.675, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,4,"Wegen Blinddarm Verdacht bin ich hierher gefahren.
Das erste mal seit 35 Jahren im Krankenhaus und gleich super behandelt. Aufnahme, Untersuchung, OP Vorbereitung und Nachsorge war alles perfekt. Die Narkose habe ich garnicht bemerkt. Danach aufgewacht als ob man nach einem Nickerchen aufwacht.
Dazu kommt noch eine gute Stimmung im Zimmer. Sowohl von den beiden Mitpatienten als auch vom Personal. Selbiges hat es immer geschafft, durch gute Laune und Witze die Stimmung zu verbessern und hat die Arbeit auch noch gut erledigt.
Es wurde auf Schmerzvermeidung geachtet.

Gerne wieder (aber unter harmloseren Umständen).",,"Sentiment(polarity=0.39, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 2 Jahren,5,"Da ich leider im Laufe meines Lebens schon in einigen Krankenhäusern war ,kann ich sagen das hier ist das beste in dem ich je war. Ärztliche Versorgung SPITZE. Essen sensationell. Aber vor allem vom Chefarzt bis zur Reinigungskraft alle sehr sehr freundlich ,nett und hilfsbereit. So kommt man als Patient schnell wieder auf die Beine.👏",,"Sentiment(polarity=0.8800000000000001, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 3 Jahren,1,"Mir wurde hier die Gallenblase entfernt. Alles lief einwandfrei. Das Personal war -ausnahmslos- sehr nett und geduldig. Man hatte nie das Gefühl zu nerven, egal welche Frage man gestellt hat. Es wird großen Wert auf Sauberkeit gelegt und selbst das Essen ist gut ;-)
Keiner geht gerne ins Krankenhaus aber wenn nötig ist man hier gut aufgehoben!",,"Sentiment(polarity=0.18, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,2,Sehr kompetente Ärzte und sehr nette Schwestern und Pfleger.,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 3 Jahren,2,"Für 3 Tage war ich im Clementinenhaus und habe nur gute bzw. sehr gute Erfahrung gemacht. Besonders das Personal ist sehr freundlich. Jeder Wunsch wurde umgehend erfüllt. Die Zimmer, in diesem Fall das
2 Bett-Zimmer, ist geräumig und das Badezimmer mit Dusche mit genügend Ablage ausgestattet. Ich kann dieses Krankenhaus nur empfehlen.",,"Sentiment(polarity=0.74, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,4,"Aufnahme , Untersuchung,er Station Betrieb 2b Ärzte ,Pfleger, Essen,Zimmer,(3Bett) und Reinigungskraft waren sehr gut steht's bemüht sehr nett.Dieses Krankenhaus hat den
Namen noch verdient im Gegensatz zu den meisten Regions Krankenhäuser.",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,2,Dieses Krankenhaus kann man nur empfehlen.Das Personal ist nicht nur freundlich sondern auch absolut kompetent.Angefangen von den Pflegern über die Schwestern bis hin zu den Ärzten.Man wird bestens über die Behandlung und die nötigen Massnahmen informiert.Es erwartet sie dort auch eine super Nachbehandlung.Ich habe mich dort gut und sicher gefühlt.Vielen Dank an Alle für die tolle Behandlung,,"Sentiment(polarity=0.5666666666666667, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 4 Sterne ,vor einem Jahr,1,"Ich war zur Operation extra in dieses Krankenhaus angereist und bin zufrieden. Gutes essen, nettes Personal.
Der Aufenthalt wurde so angenehm wie möglich gestaltet.
Das einzigste was nicht ganz so toll war,die Bettwäsche wurde nicht gewechselt .
Keine kleinen Mülltüten am Nachttisch und Visite am Wochenende ein Glücksspiel, wenn man Fr erst operiert wurde.
Lymphdrainage und Pysio viel zu kurz !",,"Sentiment(polarity=0.5, subjectivity=0.16666666666666666)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,0,"Ich bin jetzt seit Freitag hier und hab eine hüpft tep bekommen und kann nur sagen,  das beste Krankenhaus  das ich jemals erlebt hab.  Ärzte , Schwestern,  Therapeuten alle super nett und stets bemüht es einem so angenehm wie möglich zu machen   beste adresse",,"Sentiment(polarity=0.16666666666666666, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 3 Jahren,2,"Alle Angestellten waren hier sehr zuvorkommend und höflich.
Auch die behandelnden Ärzte sind sehr nett und man fühlt sich regelrecht in guten Händen. Die Arztgespräche sind sehr aufschlussreich und man merkt, dass hier der Patient zählt.

Selbst unfreundliche Patienten, die einen Arzt harsch anfahren werden freundlich behandelt und die Wünsche erfüllen auch weitergegeben und erfüllt.

Schon bei der Aufnahme auf die Station hat man den Eindruck, man ist hier willkommen.",,"Sentiment(polarity=0.4166666666666667, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 2 Jahren,5,"Richtig gute Behandlung!
Ich kam mit einer allergischen Reaktion in die Notaufnahme und wurde fast sofort behandelt. Die Schwestern und Helfer wie die Ärzte waren alle wirklich sehr nett und hilfsbereit. Tolles Krankenhaus.",,"Sentiment(polarity=0.75, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor 2 Jahren,7,"Ich hatte immer schon große Angst vor dem Krankenhaus. Als ich dann ziemlich überraschend eingewiesen wurde, rutschte mir das Herz  in die Hose. Aber meine Erfahrungen waren absolut positiv. Ich wurde von Anfang an sehr gut und liebevoll betreut und habe auch mit der Chirurgie tolle Erfahrungen gemacht. Die Menschen, die dort arbeiten, sind alle sehr freundlich und hilfsbereit. Genau diese Freundlichkeit ist eine große Unterstützung und dient natürlich auch der Heilung, wenn man als Patient verunsichert und ängstlich ist. Weiter so!",,"Sentiment(polarity=0.6285714285714287, subjectivity=0.0)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,1,"Sehr nettes Personal, über Reinigungskraft, Pfleger, Physiotherapeuten... Essen immer viel zu viel und lecker. Jederzeit schnelle Hilfe. Narkoseärzte Tip top.
Mein erster Krankenhausaufenthalt bleibt somit kein traumatisches Erlebnis.",,"Sentiment(polarity=0.675, subjectivity=0.125)",Positiv
8,DRK-Krankenhaus Clementinenhaus, 5 Sterne ,vor einem Jahr,3,"Ein extrem gutes Krankenhaus.Sehr gut ausgebildetes Personal,sehr hilfsbereit,exzellente Ärzte.",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
